,index,Smiles_unify,value,property,scaffold_train_test_label,random_train_test_label
46,123,CS(=O)(=O)Oc1cccc(CNC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)c1,0.9344984512435676,human_mic_cl,train,test
47,124,Cc1cccc(C)c1C(=O)NC(c1ccncc1)C12CCC(CC1)N2,1.1760912590556811,human_mic_cl,train,train
48,129,Cc1ncc(Cn2c(=O)c3cc(S(=O)(=O)NC4(C)CC4)ccc3n(CC3CC3)c2=O)s1,2.204119982655925,human_mic_cl,train,train
49,130,CCn1c(=O)n(Cc2nnc(C)s2)c(=O)c2cc(S(=O)(=O)NC3(C)CC3)ccc21,1.230448921378274,human_mic_cl,train,train
50,135,Cc1c(NC(=O)c2cccc(C#N)c2)cnc2c1c(C1CCN(C(=O)C3CCC3)CC1)cn2C,1.591064607026499,human_mic_cl,train,train
51,136,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C,1.5563025007672873,human_mic_cl,test,train
52,137,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N1CCOCC1,1.2041199826559248,human_mic_cl,train,train
53,140,Cc1ccccc1NC1CN(S(=O)(=O)c2cn(C)cn2)CC1c1ccccc1,2.9622130183603903,human_mic_cl,train,train
54,141,Cc1ccc(NC2CN(S(=O)(=O)c3cn(C)cn3)CC2c2ccccc2)cc1,2.544068044350276,human_mic_cl,train,test
55,142,Cn1cnc(S(=O)(=O)N2CC(Nc3ccnc(C(F)(F)F)c3)C(c3ccc(F)cc3)C2)c1,1.52283531366053,human_mic_cl,train,train
56,143,Cn1cnc(S(=O)(=O)N2C[C@H](Nc3ccc(F)c(OC(F)(F)F)c3)[C@@H](c3ccc(F)cc3)C2)c1,3.3324384599156054,human_mic_cl,train,train
57,147,CC(C)C1CCNC(=O)C(N(Cc2ccc(C(=O)NC3CC3)cc2)S(=O)(=O)c2ccc(Cl)cc2)C1,1.7075701760979365,human_mic_cl,train,train
58,156,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12)C(=O)N1CCOCC1,1.662757831681574,human_mic_cl,train,train
59,160,O=C(Nc1cc(Cl)cc(Cl)c1)N1CCc2sccc2C1c1ccc(C(F)(F)F)cc1,1.06707085604537,human_mic_cl,train,train
60,161,O=C(Nc1cc(Cl)cc(Cl)c1)N1CCc2sccc2C1c1ccc(F)c(F)c1,1.1248301494138593,human_mic_cl,train,train
61,162,COc1ccc(C2c3ccsc3CCN2C(=O)Nc2ccc(Cl)cc2)cc1,1.2631624649622166,human_mic_cl,train,test
62,163,O=C(Nc1ccc(F)c(OC(F)(F)F)c1)N1CCc2sccc2C1c1ccc(Cl)cc1,1.1248301494138593,human_mic_cl,train,train
63,164,O=C(Nc1ccc(Oc2ccc(F)cc2)cc1)N1CCc2sccc2C1c1ccc(Cl)cc1,1.0,human_mic_cl,test,train
64,165,Cc1ccc(C2c3ccsc3CCN2C(=O)Nc2cc(Cl)cc(Cl)c2)cc1,1.3010299956639813,human_mic_cl,train,train
65,167,Cc1c(-c2ccc(N3CC[C@H](F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,2.295347148333618,human_mic_cl,train,train
66,169,Cc1[nH]c2c(N3CCO[C@H](CO)C3)c(C#N)c(C(F)(F)F)nc2c1Cl,1.591064607026499,human_mic_cl,train,train
67,172,CC[C@@H]1CN2CC[C@@]3(O)C(=Nc4cccc(OC)c43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,0.568201724066995,human_mic_cl,train,train
68,175,CN1CCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,2.2428607132407903,human_mic_cl,test,test
69,176,C[C@@H](NC(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1)c1ccncc1,1.2741578492636798,human_mic_cl,test,train
70,180,C[C@@H]1CN(c2nc(-c3cnn(C)c3)ncc2C#N)CCN1C(=O)C1CC1,1.3222192947339193,human_mic_cl,test,train
71,184,O=C(NC1CCS(=O)(=O)CC1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,0.3979400086720376,human_mic_cl,test,test
72,185,COc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4ccccc4F)CCS(=O)(=O)CC3)sc2c1,1.4183012913197457,human_mic_cl,train,train
73,187,O=C(O)COc1ccc(Cl)cc1C1CCCCCC1,2.037426497940624,human_mic_cl,train,train
74,190,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccc(F)cc3)C2)n1C,1.568201724066995,human_mic_cl,train,train
75,191,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccc(F)cc3F)C2)n1C,1.724275869600789,human_mic_cl,train,train
76,192,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@H]3c3ccc(F)cc3C(F)(F)F)C2)n1C,1.8129133566428557,human_mic_cl,train,train
77,193,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1C1CCN(C(N)=O)CC1,1.7853298350107671,human_mic_cl,train,train
78,204,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccccc21,1.8512583487190752,human_mic_cl,train,train
79,205,O=C1Nc2cccc(n2)-c2nncn2CCCCCOc2ccccc21,1.7481880270062005,human_mic_cl,train,train
80,206,C[C@@H]1CCCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn21,1.4313637641589874,human_mic_cl,train,train
81,207,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2cc(F)ccc21,1.3617278360175928,human_mic_cl,train,train
82,209,C[C@H]1CCCOc2cc(F)ccc2C(=O)Nc2cccc(n2)-c2nncn21,1.3010299956639813,human_mic_cl,train,train
83,210,O=C1Nc2cccc(n2)-c2nncn2CCCCOc2ccc(Br)cc21,0.8692317197309762,human_mic_cl,train,train
84,213,Oc1cccc(C2=Cc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC(CF)C3)cc2)c1,1.0791812460476249,human_mic_cl,train,test
85,216,Cc1cccc(C)c1C(=O)NC(c1ccccc1)C12CCC(CC1)CN2,1.5314789170422551,human_mic_cl,train,train
86,217,Cc1cccc(C)c1C(=O)NC(c1ccccc1)C12CCC(CC1)N2C(C)C,1.591064607026499,human_mic_cl,train,train
87,218,CCP(=O)(OC)c1ccc2nc(-c3cnc4ccccc4c3)oc2c1,0.9916690073799486,human_mic_cl,train,train
88,219,COc1ccc(C(=C(F)F)c2cc(OC)c(OC)c(OC)c2)cc1N,1.6334684555795864,human_mic_cl,train,train
89,220,Cc1ccc(NS(=O)(=O)c2cc(C(=O)NCc3nc(C)no3)ccc2C)cc1,1.4771212547196624,human_mic_cl,train,test
90,223,CN1CCN(c2ncc(-c3ccc4c(NC5CCCCC5)ccnc4c3)cn2)CC1,2.4771212547196626,human_mic_cl,train,train
91,224,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,1.6901960800285136,human_mic_cl,train,train
92,225,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,2.74350976472843,human_mic_cl,test,train
93,228,CNC(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,0.5910646070264992,human_mic_cl,train,test
94,229,COc1ccc(CNC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)cc1OC,0.4313637641589873,human_mic_cl,train,train
95,231,CNCc1cn(CCC(=O)Nc2sc3c(c2C(N)=O)CCCC3)nc1C(F)(F)F,1.9493900066449128,human_mic_cl,train,train
96,235,CS(=O)(=O)Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)ccn12,1.0791812460476249,human_mic_cl,train,train
97,238,N[C@H]1CCCN(c2ccccc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,1.9138138523837167,human_mic_cl,train,train
98,239,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ccc(F)cc4F)nn23)C1,1.4913616938342726,human_mic_cl,train,train
99,240,Fc1cccc(F)c1-c1ccc2cnc(Nc3cnccc3N3CCCCC3)n2n1,2.6009728956867484,human_mic_cl,train,train
100,242,N#Cc1ccc(CC(=O)c2cc3n(n2)CCCC3)nc1,1.662757831681574,human_mic_cl,test,train
101,246,CO[C@H]1CN(CC(=O)Nc2ccc(-n3ccccc3=O)cc2F)C[C@@H]1NC(=O)c1ccc(Cl)s1,1.292256071356476,human_mic_cl,train,train
102,247,O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F,1.2068258760318498,human_mic_cl,train,train
103,249,C[C@H]1[C@@H](N)CCCN1c1ccncc1Nc1ncc2ccc(-c3c(F)cccc3F)nn12,2.008600171761917,human_mic_cl,train,train
104,251,CNC(=O)N1CCc2c(c(-c3cccc4cc(-c5cnn(C)c5)c(C(F)F)cc34)nn2C2CCOCC2)C1,1.0,human_mic_cl,test,train
105,252,COc1cc2c(cc1-n1cnc3ccc(-c4ccnc5[nH]ccc45)cc31)CNC2,1.0,human_mic_cl,train,train
106,264,CC/C(=C\c1ccccc1)[C@@H]1C[C@H]1NC1CC2(C1)CN(CC(F)F)C2,2.123851640967086,human_mic_cl,test,train
107,265,CC/C(=C\c1ccccc1)[C@@H]1C[C@H]1NC1CC2(C1)CN(C(C)=O)C2,1.255272505103306,human_mic_cl,test,train
108,268,O=C1c2ccc(OCc3cccc(F)c3)nc2CCN1c1ccc(F)cn1,1.255272505103306,human_mic_cl,test,train
109,269,O=C1c2ncc(COc3ccccc3)cc2CCN1c1ccc(F)cc1,1.2787536009528289,human_mic_cl,test,train
110,270,COc1cccc(C(NC(=O)c2cccc(C(F)(F)F)c2Cl)C23CCC(CC2)CN3C)c1,2.008600171761917,human_mic_cl,train,train
111,271,O=C(Nc1ccc(N2CCSCC2)nc1)c1nnc(Nc2ccccc2F)o1,2.41161970596323,human_mic_cl,train,test
112,272,Fc1ccc2[nH]cc(CN3CCC(F)(F)[C@@H](CCc4ccccc4)C3)c2c1,1.8481891169913989,human_mic_cl,train,train
113,273,COc1ccc2c(CN3CCC(F)(F)[C@H](CCc4ccc(F)cc4)C3)c[nH]c2c1,2.4742162640762557,human_mic_cl,train,train
114,274,Fc1ccccc1CC[C@@H]1CN(Cc2c[nH]c3cc(Cl)ccc23)CCC1(F)F,2.1931245983544616,human_mic_cl,train,train
115,276,COc1nc2ccc(Br)cc2cc1C(c1cccc(C)c1)C(O)(CCN(C)C)c1cccnc1OC,1.0,human_mic_cl,train,test
116,279,Cc1cccc(C)c1C(=O)NC(c1ccc(S(=O)(=O)CC2CC2)cc1)C12CCC(CC1)CN2C,2.2227164711475837,human_mic_cl,test,test
117,280,Cc1c(-c2ccc(N3CCC(F)(F)C3)cc2)[nH]c2cc(F)cc(F)c2c1=O,0.9786369483844743,human_mic_cl,train,train
118,281,Cc1ccc2[nH]c(C(=O)N[C@H]3Cc4ccccc4[C@@H]3C(=O)N(C)CCN(C)C)cc2c1,1.414973347970818,human_mic_cl,train,train
119,282,CCOc1nc(Cl)ccc1C1(N2CCN(c3ccncc3)CC2)C(=O)N(S(=O)(=O)c2ccc(OC)cn2)c2ccc(C#N)cc21,1.591064607026499,human_mic_cl,train,train
120,283,COc1ccc(S(=O)(=O)N2C(=O)C(c3cc(OC)ccc3OC)(N3CCN(c4ccncc4)CC3)c3cc(C#N)ccc32)c(OC)c1,1.6989700043360187,human_mic_cl,train,train
121,284,CCOc1ccc(OC)cc1C1(N2CCN(c3ccncc3)CC2)C(=O)N(S(=O)(=O)c2ccc(OC)cn2)c2ccc(C#N)cc21,1.6532125137753435,human_mic_cl,train,train
122,289,C=C(c1ccc(OC)c(N)c1)c1cc(OC)c(OC)c(OC)c1,1.662757831681574,human_mic_cl,train,train
123,291,Cc1noc(C)c1-c1ccc2c(c1)nc(CCc1ccc(CCCN(C)C)cc1)n2CCN1CCOCC1,2.3138672203691533,human_mic_cl,train,train
124,293,CCCN1CCCN(c2ncc(-c3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,2.4771212547196626,human_mic_cl,train,train
125,294,O=C1CCC(C(O)CC2c3c(F)cccc3-c3cncn32)CC1,1.307282047033346,human_mic_cl,train,train
126,303,C[C@@H]1CC[C@@H](Oc2cc(C#N)ccn2)CN1C(=O)c1ccccc1CC(F)(F)F,2.12057393120585,human_mic_cl,train,train
127,304,C[C@@H]1CC[C@@H](Oc2cc(C#N)ccn2)CN1C(=O)c1ccccc1-c1ncccn1,1.230448921378274,human_mic_cl,test,test
128,305,O=C1c2ccc(COc3ccccc3)nc2CCN1c1ccc(F)cc1,1.255272505103306,human_mic_cl,train,train
129,309,CNC(=O)c1ccc(-c2cc3cccc(-c4nn(C5CCOCC5)c5c4CN(C(C)=O)CC5)c3cn2)cn1,0.9684829485539352,human_mic_cl,train,train
130,310,Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1,1.1139433523068367,human_mic_cl,train,train
131,311,COc1cc(N2CC(NC(=O)c3cc4c(C)n(C)nc4cn3)C2)c(Cl)cn1,1.4471580313422192,human_mic_cl,train,test
132,312,Cc1nn(C)c2cnc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cc12,1.4471580313422192,human_mic_cl,train,train
133,314,COc1nn(C)cc1C(=O)Nc1cccc(-c2cncn2C(C)C)n1,0.9542425094393248,human_mic_cl,train,train
134,315,COc1nn(-c2cncc(C3CC3)c2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,1.380211241711606,human_mic_cl,train,train
135,317,c1cn2cc(-c3ccc4cn[nH]c4n3)nc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)c2n1,0.6690378008851559,human_mic_cl,train,train
136,318,c1cn2cc(-c3ccc4nc[nH]c4n3)nc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)c2n1,0.4522465745204372,human_mic_cl,train,train
137,320,c1cn2cc(-c3cnc4nc[nH]c4c3)nc(Nc3ccc(N4CCN(C5COC5)CC4)cc3)c2n1,0.4771212547196624,human_mic_cl,train,train
138,331,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,0.7132384615456617,human_mic_cl,train,train
139,332,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CC5(CCOCC5)C4)cc3)c2n1,0.6020599913279624,human_mic_cl,test,test
140,338,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCC2)CC1,1.662757831681574,human_mic_cl,train,train
141,339,Cc1cn(-c2c(Cl)cccc2Cl)c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc12,1.591064607026499,human_mic_cl,train,test
142,340,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(F)(F)CC2,1.6812412373755872,human_mic_cl,train,test
143,343,CC(=O)N1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1,0.3979400086720376,human_mic_cl,test,train
144,344,Cc1cc(C(=O)Nc2nc3cccc(Cl)c3n2[C@@H]2CCCCN(C(=O)/C=C/CN(C)C)C2)ccn1,1.5314789170422551,human_mic_cl,train,train
145,345,CCOCCC1(Oc2ccc(-c3cccc(CNC(=O)c4nc5ccccc5c(=O)[nH]4)c3)cc2)C(=O)NC(=O)NC1=O,1.0791812460476249,human_mic_cl,train,train
146,347,N[C@H]1CCCN(c2ccncc2Nc2ncc3ccc(-c4ccccc4Cl)nn23)C1,1.954242509439325,human_mic_cl,train,train
147,348,N[C@H]1CCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,1.1760912590556811,human_mic_cl,test,train
148,349,C[C@H]1CCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@H]1N,2.113943352306837,human_mic_cl,train,train
149,360,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(CC(N)=O)cc1,1.7634279935629371,human_mic_cl,train,train
150,361,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(F)cc3F)C2)nnc1-c1cccnc1,2.4099331233312946,human_mic_cl,test,train
151,362,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(=O)n(C)c1,1.6127838567197357,human_mic_cl,train,train
152,366,CC(C)c1c(-c2ccccc2)[nH]c2c(C#N)cnn2c1=O,0.7781512503836436,human_mic_cl,train,test
153,367,CCNC(=O)Nc1ccc(-c2nccc([C@]34CCOC[C@H]3C4)n2)cc1,0.1760912590556812,human_mic_cl,train,train
154,368,N[C@@H](CC(=O)NC1(c2nc3ccccc3s2)CCS(=O)(=O)CC1)Cc1ccccc1F,1.5390760987927767,human_mic_cl,train,train
155,370,Cc1cc(-c2cnc3cc(-c4ccc(C5COCCN5)cc4)ccn23)c2cc(F)cc(F)c2n1,2.143014800254095,human_mic_cl,train,test
156,378,COc1ccc(C2c3ccsc3CCN2C(=O)Nc2cccc(Cl)c2)cc1,1.3010299956639813,human_mic_cl,train,train
157,379,CCC(C(=O)Nc1ccc(Cl)cc1)N1CCC2(CCOc3cc(C(F)(F)F)ccc32)CC1,1.3424226808222062,human_mic_cl,train,train
158,380,COc1ccccc1-n1nc2c(c1C(C)C)[C@H](c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,5.060697840353612,human_mic_cl,train,train
159,382,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C,2.164352855784437,human_mic_cl,test,train
160,383,CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12,1.4313637641589874,human_mic_cl,test,test
161,389,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)nc(NCC3(N)COC3)c2c1,1.1139433523068367,human_mic_cl,train,train
162,393,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,2.0293837776852097,human_mic_cl,train,train
163,394,CC(C)NCC(O)COc1cccc2ccccc12,1.9030899869919435,human_mic_cl,test,train
164,396,Cc1ccc(-c2ncc(OCC3CCNCC3)cc2-c2ccc(C#N)cc2)cc1,1.1139433523068367,human_mic_cl,test,train
165,398,Cc1nc2c(-c3ccccc3S(C)(=O)=O)cnn2c(NCc2ccccn2)c1C,1.8701111553644008,human_mic_cl,train,train
166,401,COc1ccc2c(c1)NC(=O)CN2c1nc(Cl)nc2cccnc12,1.3053513694466237,human_mic_cl,train,train
167,402,COc1ccc2c(c1)NC(=O)CN2c1nc(C)nc2c1CCC2,1.1139433523068367,human_mic_cl,train,train
168,404,O=C(c1cc(C(F)(F)F)no1)N1CCC(c2cc3ncccc3[nH]2)C1,1.8731002759733073,human_mic_cl,train,train
169,406,COCCOc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCS(=O)(=O)CC3)sc2c1,1.66838591669,human_mic_cl,train,test
170,407,COCCOc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4cc(Cl)ccc4F)CCOCC3)sc2c1,1.534026106056135,human_mic_cl,train,test
171,411,O=C(c1ccccc1)N1CCC(O)(c2cc3ncccc3[nH]2)CC1,1.6036825187345358,human_mic_cl,train,train
172,412,O=C1c2ccccc2CN1CCc1cc2ncccc2[nH]1,1.9582080987532167,human_mic_cl,train,train
173,413,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,1.802773725291976,human_mic_cl,train,train
