,index,Smiles_unify,value,property,scaffold_train_test_label,random_train_test_label
45,133,COCCOc1cnc2ccn([C@H](C)c3nnc4c(F)cc(-c5cnn(C)c5)cn34)c(=O)c2c1,0.9030899869919436,mouse_mic_cl,test,test
46,134,OC12CC3CC(C1)CC(NCc1cnc(N4CCCCC4)nc1)(C3)C2,2.4513258084895195,mouse_mic_cl,train,train
47,148,COc1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cn1,1.8573324964312683,mouse_mic_cl,train,train
48,149,O=C(NC1CC1)c1ccc(CN([C@@H]2CC(F)(F)CCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,0.3424226808222063,mouse_mic_cl,train,train
49,150,Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(NCCN)c2c1,0.0,mouse_mic_cl,train,train
50,151,NC(=O)c1cc(F)cc2[nH]c(-c3cc4c(s3)CNCC4)nc12,2.089905111439398,mouse_mic_cl,train,train
51,155,CCS(=O)(=O)c1ccc(CC(=O)Nc2cnc(O[C@@H](C)c3ccccc3)c(Cl)c2)cc1,1.662757831681574,mouse_mic_cl,train,train
52,166,C[C@H]1CCCC[C@H]1NC(=O)c1cc2c(Cl)cc(Cl)cc2[nH]1,1.9493900066449128,mouse_mic_cl,train,train
53,173,Nc1ncc(-c2cccc(N3CCNCC3)c2)cc1C(=O)Nc1ccncc1,1.8512583487190752,mouse_mic_cl,train,test
54,174,O=c1nc(N2CCC3(CC2)CC3)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,1.9206450014067875,mouse_mic_cl,train,train
55,177,CCCCc1ccc(-c2nc(CN[C@@H]3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,1.7618082095271852,mouse_mic_cl,train,train
56,178,Cc1ccc(Oc2ncccc2/C(=N/O)NC2CCCCC2)cc1,2.3884742076309493,mouse_mic_cl,train,train
57,179,CC(C)Oc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,1.6532125137753435,mouse_mic_cl,train,test
58,186,N[C@@H](CC(=O)NC1(c2nc3ccc(OCCN4CCOCC4)cc3s2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,1.5378190950732742,mouse_mic_cl,train,test
59,194,CN(C)CCCCc1ccc(C(C)(C)C)cc1,5.623249290397901,mouse_mic_cl,train,train
60,195,CN(C)CCCC1(c2ccc(C(C)(C)C)cc2)COC1,5.176091259055681,mouse_mic_cl,train,train
61,196,CN(C)CC(C)(C)CCc1ccc(C(C)(C)C)cc1,5.934498451243568,mouse_mic_cl,train,train
62,197,O=C1CCCCN1Cc1ccc2c(c1)OCO2,4.5910646070265,mouse_mic_cl,train,train
63,198,CC1(C)CCCN(Cc2ccc3c(c2)OCO3)C1,4.949390006644912,mouse_mic_cl,train,train
64,199,c1cc2c(cc1CN1CCCCC1)OCO2,4.2552725051033065,mouse_mic_cl,train,train
65,208,Cc1cc(-c2ccc3nnc(Cc4ccc(O)cc4)n3n2)sn1,2.2380461031287955,mouse_mic_cl,train,train
66,211,COc1ccc(NC(=O)[C@@H]2CCN(c3ncccc3Br)[C@H](C)C2)cc1Cl,2.418301291319745,mouse_mic_cl,train,train
67,222,CC/C(=C\c1ccccc1)[C@@H]1C[C@H]1NC1CC2(C1)CN(C1COC1)C2,1.9294189257142929,mouse_mic_cl,test,train
68,226,O=C(NO)c1cccc2c1CCN(c1nc3ccccc3[nH]1)CC2,2.206825876031849,mouse_mic_cl,train,train
69,227,Cc1nc(N2Cc3cccc(C(=O)NO)c3C2)[nH]c1C,1.944482672150169,mouse_mic_cl,train,train
70,233,COCC(=O)N[C@@H](C)c1ccc(NC(=O)[C@H]2C[C@@H]2c2cccnc2)cc1,1.6354837468149122,mouse_mic_cl,train,train
71,234,CC(C)c1cc(C(=O)N2Cc3ccccc3C2)c(O)c(F)c1O,-2.397940008672037,mouse_mic_cl,train,train
72,236,c1cc2c(cc1CN1CCCC1)OCO2,4.2552725051033065,mouse_mic_cl,train,train
73,241,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CNS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)CCC[C@]21C,2.049605612594973,mouse_mic_cl,train,train
74,243,CN(C)C(C)(C)CCCc1ccc(C(C)(C)C)cc1,5.623249290397901,mouse_mic_cl,train,train
75,244,C[C@H]1CC[C@@H](NC(=O)c2cc3c(Cl)cc(Cl)cc3[nH]2)CC1,1.6720978579357175,mouse_mic_cl,train,test
76,250,CC(=O)N1CCc2c(c(-c3cccc4cc(-c5cn(C)nc5C(F)F)ncc34)nn2C2CCOCC2)C1,1.57978359661681,mouse_mic_cl,test,train
77,253,NCCNc1cc(N2CCCc3ccccc3C2)nc2ccccc12,1.2787536009528289,mouse_mic_cl,test,train
78,254,COc1ccc([N+](=O)[O-])cc1CSc1nc(N)c2c3c(sc2n1)CC(C(C)(C)C)CC3,0.8976270912904415,mouse_mic_cl,train,train
79,255,Cn1nccc1CSc1nc(N)c2c3c(sc2n1)CC(C(C)(C)C)CC3,1.0569048513364727,mouse_mic_cl,train,train
80,256,Cc1ccc(CSc2nc(N)c3c4c(sc3n2)CC(C(C)(C)C)CC4)o1,1.545307116465824,mouse_mic_cl,test,test
81,257,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)NC5CC5)cc34)cc2)cn1,1.8129133566428557,mouse_mic_cl,train,train
82,258,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(C(=O)N5CCOCC5)cc34)cc2)cn1,1.7708520116421442,mouse_mic_cl,train,test
83,286,CC(C)(C)C1CCc2c(sc3nc(SCc4ccnn4C4CCCCO4)nc(N)c23)C1,1.0606978403536116,mouse_mic_cl,train,train
84,287,Cc1ccc2nc(N3CCCc4ccc(F)cc4C3)cc(NCCN)c2c1,1.380211241711606,mouse_mic_cl,test,train
85,290,CNC(=O)Nc1ccc2c(c1)CC[C@@]21OC(=O)N(CC(=O)N(Cc2ccccc2)[C@@H](C)C2CC2)C1=O,3.2512317155354205,mouse_mic_cl,train,test
86,299,CC1CCC(NC(=O)c2cc3ccc(Cl)cc3[nH]2)CC1,2.636588183729842,mouse_mic_cl,train,test
87,302,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(NS(C)(=O)=O)cc34)cc2)cn1,1.505149978319906,mouse_mic_cl,train,test
88,307,CCCS(=O)(=O)Nc1ccc(F)c(Nc2ccc3ncn(C)c(=O)c3c2)c1Cl,1.3617278360175928,mouse_mic_cl,train,train
89,308,O=C(NO)C(c1ccc(-c2cncnc2)cc1)c1ccccc1F,1.8573324964312683,mouse_mic_cl,test,train
90,316,CN(C)CCCCc1ccc(C2(F)COC2)cc1,4.698970004336019,mouse_mic_cl,train,test
91,319,c1cc2c(cc1CN1CCCC13COC3)OCO2,4.869231719730976,mouse_mic_cl,train,train
92,321,CN(C)C1(CCCc2ccc(C(C)(C)C)cc2)COC1,5.763427993562937,mouse_mic_cl,train,train
93,324,CN1Cc2cc(Nc3ncc4c(=O)n(-c5c(F)cccc5Cl)c5nccn5c4n3)ccc2C(C)(C)C1,2.8027737252919755,mouse_mic_cl,train,train
94,325,CN1CCN(c2ccc(Nc3ncc4c(=O)c(-c5c(Cl)cccc5Cl)cn(C)c4n3)cc2)CC1,2.431363764158988,mouse_mic_cl,train,train
95,326,CC(C)c1cc(C(=O)N2Cc3ccc(N4CCN(C)CC4)cc3C2)c(O)cc1O,1.6127838567197357,mouse_mic_cl,train,train
96,335,C[C@](O)(Cn1ccc2cc(I)ccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,4.53173430927655,mouse_mic_cl,train,train
97,337,N[C@@H](c1ccccc1)[C@@H](O)CN(C1CCCCCC1)S(=O)(=O)c1ccc(Cl)c(Cl)c1,-0.7166987712964504,mouse_mic_cl,train,train
98,342,C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@@](N)(CC)CC2,2.1818435879447726,mouse_mic_cl,train,test
99,350,Cn1cc(-c2ccc(Cc3n[nH]c4ccc(N5CCCC5=O)cc34)cc2)cn1,2.505149978319906,mouse_mic_cl,train,test
100,364,Cc1cnc(-c2ccc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2F)[nH]1,2.677606952720493,mouse_mic_cl,train,train
101,365,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@H](OC(=O)COc1ccc2c(c1F)B(O)OC2)C[C@@](C)(CO)[C@@H](O)[C@@H]3C,1.724275869600789,mouse_mic_cl,train,train
102,377,Cc1cccc(C(=O)N[C@@H]2C(=O)Nc3c(c(C)nn3C3CCCC3)[C@@H]2c2ccc(F)cc2)c1,2.06595298031387,mouse_mic_cl,train,train
103,381,OC12CC3CC(C1)CC(NCc1ccc(N4CCCCCC4)cn1)(C3)C2,2.394976719554564,mouse_mic_cl,train,test
104,384,C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,3.146128035678238,mouse_mic_cl,train,train
105,387,CN(c1ccc(S(C)(=O)=O)cc1)S(=O)(=O)c1cccc(NC(=O)c2ccc(Br)cc2)c1,2.133538908370217,mouse_mic_cl,train,train
106,395,CCS(=O)(=O)c1ccc2oc(-c3ccc4c(c3)C=C[C@H](O)[C@H]4O)nc2c1,1.5440680443502757,mouse_mic_cl,train,train
107,417,CCc1ccc(Oc2ncccc2/C(=N\O)NC2CCCC[C@H]2N)cc1,0.3010299956639812,mouse_mic_cl,train,train
108,418,C[C@H]1COC[C@H](C)N1c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12,1.9138138523837167,mouse_mic_cl,train,train
109,420,Cc1cc(-c2cnc3cc(-c4ccc(C5COCCN5)cc4)ccn23)c2cc(F)cc(F)c2n1,1.987219229908005,mouse_mic_cl,train,train
110,425,O=C(Nc1ccc(Cl)cc1)C(CC1CC1)N1CCC2(CC1)COc1cc(C(F)(F)F)ccc12,1.146128035678238,mouse_mic_cl,train,train
111,445,CN(C)[C@H]1CCN(c2ccc3c(C(=O)NCC4CCC(F)(F)CC4)c(Cl)ccc3n2)C1,1.380211241711606,mouse_mic_cl,train,test
112,448,O/N=C(/NC1CCCCC1)c1cccnc1Oc1ccc(F)cc1,2.589949601325708,mouse_mic_cl,train,train
113,449,COc1ccccc1CNC(CCc1ccccc1)c1nc(Cc2ccccc2)c(N2CCCCC2)o1,2.6802749341717655,mouse_mic_cl,train,train
114,450,CC(C)(C)c1ccc(Oc2ncccc2/C(=N/O)Nc2cccc(F)c2)cc1,1.5542468081661105,mouse_mic_cl,train,train
115,452,COc1ccc(/C(CNC2CCCCC2)=N/O)cc1,2.3606579403029495,mouse_mic_cl,train,train
116,454,CCCCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,1.977723605288848,mouse_mic_cl,train,train
117,455,CCCCc1ccc(-c2nc(CNC3[C@H]4C[C@@H]5C[C@@H](C[C@H]3C5)C4)co2)cc1,1.6232492903979006,mouse_mic_cl,train,test
118,456,CCCCc1ccc(-c2nc(CNC3CC(C)CC(C)(C)C3)co2)cc1,0.6020599913279624,mouse_mic_cl,train,train
119,458,COCCOc1cnc2ccn([C@H](C)c3nnc4ccc(-c5cnn(C)c5)cn34)c(=O)c2c1,0.8450980400142568,mouse_mic_cl,test,train
120,459,CC(=O)Nc1ccc2[nH]nc(Cc3ccc(-c4cnn(C)c4)cc3)c2c1,1.7634279935629371,mouse_mic_cl,train,train
121,467,COc1cc(-c2nnc3n2CCCC3(CO)Cc2ccc(F)c(F)c2)ccc1-c1cnc(C)o1,2.1583624920952498,mouse_mic_cl,train,train
122,471,CCn1c2ccccc2c2cc(C(=O)NCc3ccc(S(=O)(=O)CC)cc3)ccc21,-0.5157001606532142,mouse_mic_cl,train,train
123,472,CCn1c2ccc(C)cc2c2cc(C(=O)NCc3ccc(S(=O)(=O)CC)cc3)ccc21,-0.4341521813264823,mouse_mic_cl,train,train
124,474,Cc1c(C(F)(F)F)cc2nc(C3=N[C@H](C(=O)N4CCCC4)CO3)sc2c1[N+](=O)[O-],1.5786392099680724,mouse_mic_cl,train,train
125,475,COc1ccc(Cl)cc1OC1CN(S(=O)(=O)c2ccc3cn[nH]c3c2)C1,3.3443922736851106,mouse_mic_cl,test,test
126,476,COc1ccc(Cl)cc1OC1CN(S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)C1,2.1760912590556813,mouse_mic_cl,test,train
127,477,CCNC1=NC(C(F)(F)F)C(S(=O)(=O)c2ccc(C(C)(O)C(F)(F)F)cc2)S1,2.209158933564339,mouse_mic_cl,train,train
128,478,CC(O)(c1ccc(S(=O)(=O)C2SC(N3CCCCC3)=NC2C(F)(F)F)cc1)C(F)(F)F,2.0474974504723065,mouse_mic_cl,train,train
129,483,Cc1ccc(CNC(CC(C)C)c2nc(Cc3ccccc3)c(N3CCOCC3)o2)cc1,2.1903316981702914,mouse_mic_cl,train,test
130,486,COc1cnc2c(NCc3nnc4ccc(-c5cc(F)cc(F)c5)nn34)ccnc2c1,1.6901960800285136,mouse_mic_cl,train,train
131,489,Fc1ccc([Se]C(Cn2ccnc2)c2ccc(F)cc2F)cc1,2.450864692379766,mouse_mic_cl,test,train
132,490,O=C(NO)C(c1ccc(-c2ccnnc2)cc1)c1ccccc1F,1.8864907251724816,mouse_mic_cl,test,test
133,492,C=CC(=O)N[C@H]1CCN(c2ccc(C(N)=O)c(Nc3ccc(N4C[C@@H](C)O[C@@H](C)C4)cc3)n2)C1,1.255272505103306,mouse_mic_cl,train,train
134,499,[C-]#[N+]c1cc(C#N)c2cc(C(=O)NC3CCC(C)CC3)[nH]c2c1,1.0791812460476249,mouse_mic_cl,train,train
135,500,CC1(C)COc2c(Cl)cc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2O1,2.3729120029701067,mouse_mic_cl,train,train
136,505,CC(C)(C)OC(=O)N1CCC(n2ncc3c(Nc4ccc(S(C)(=O)=O)cc4F)ncnc32)CC1,1.845098040014257,mouse_mic_cl,test,train
137,508,CC(C)C[C@H](C(N)=O)N(Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(Cl)cc1,2.450249108319361,mouse_mic_cl,train,train
138,517,COc1ncc(-c2nc3c(n2C(C)C)[C@H](c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1,4.556302500767287,mouse_mic_cl,test,train
139,518,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccccc2F)cc1,2.150449409460881,mouse_mic_cl,train,train
140,533,NCC(=O)Nc1cncc(-c2nn3c(=O)cc(N4CCNCC4)nc3s2)c1,1.9493900066449128,mouse_mic_cl,train,train
141,539,CCCCOc1ccc(-c2nc(CNC3CC(C)CC(C)(C)C3)co2)cc1,0.8406206186877936,mouse_mic_cl,train,train
142,541,c1ccc(-c2ccc(-c3nc(CNC4CCCCCC4)co3)cc2)cc1,0.8010299956639813,mouse_mic_cl,test,train
143,545,Cc1sc2ncnc(SCC(=O)N3CCn4c(C)nnc4C3)c2c1Cl,1.1760912590556811,mouse_mic_cl,train,train
144,546,Cc1sc2ncnc(SCC(=O)N3CCn4c(nnc4C(F)(F)F)C3)c2c1Cl,1.968482948553935,mouse_mic_cl,train,train
145,553,CN1CCN(CCOc2ccc(-c3cnc4c(-c5ccnc6ccccc56)cnn4c3)cc2)CC1,2.0170333392987803,mouse_mic_cl,test,train
146,569,O[C@@H]1CC[C@H]1[C@H]1c2ccccc2-c2cncn21,1.7708520116421442,mouse_mic_cl,train,test
147,570,c1ccc2c(c1)-c1cncn1[C@H]2C1CCCCC1,1.869231719730976,mouse_mic_cl,train,train
148,571,O[C@@H]1CCCC[C@H]1[C@H]1c2ccccc2-c2cncn21,1.792391689498254,mouse_mic_cl,train,test
149,574,O[C@@H]1c2ccncc2CC[C@H]1[C@H]1c2ccccc2-c2cncn21,1.8260748027008264,mouse_mic_cl,train,test
150,575,CS(=O)(=O)c1ccc2c(c1)[C@@H](O)[C@H]([C@H]1c3ccccc3-c3cncn31)CC2,1.806179973983887,mouse_mic_cl,train,train
151,577,CN(C)CCCC(C)(C)c1ccc(C(C)(C)C)cc1,5.698970004336019,mouse_mic_cl,train,train
152,578,CC1(C)CCN1Cc1ccc2c(c1)OCO2,4.146128035678238,mouse_mic_cl,train,test
153,579,CC1(C)CCCN1Cc1ccc2c(c1)OCO2,4.113943352306837,mouse_mic_cl,train,train
154,580,O=C(NO)C(c1ccc(-c2ncc(F)cn2)cc1)c1ccccc1F,2.3710678622717363,mouse_mic_cl,train,train
155,581,CC(C)c1c(-c2ccccc2)[nH]c2c(C#N)cnn2c1=O,1.380211241711606,mouse_mic_cl,train,train
156,582,C[C@](O)(Cn1ccc2cc([N+](=O)[O-])ccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,4.555940437818511,mouse_mic_cl,train,train
157,583,Cc1cn(C[C@](C)(O)C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)c2ccc(F)cc12,4.502973059065631,mouse_mic_cl,train,test
158,584,C[C@](O)(Cn1cc(C(=O)O)c2ccccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,4.366982975977851,mouse_mic_cl,train,train
159,585,C[C@](O)(Cn1cc(F)c2ccccc21)C(=O)Nc1ccc(C#N)c(Cl)c1,4.872738827472669,mouse_mic_cl,train,train
160,586,C[C@](O)(CN1CCc2cc(Br)ccc21)C(=O)Nc1ccc(C#N)c(Cl)c1,4.595055089759304,mouse_mic_cl,test,test
161,589,COc1ccccc1-n1nc2c(c1C(C)C)[C@H](c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,5.694605198933568,mouse_mic_cl,train,train
162,593,CCn1c(=O)n(Cc2nnc(C)s2)c(=O)c2cc(S(=O)(=O)NC3(C)CC3)ccc21,1.4771212547196624,mouse_mic_cl,test,train
163,595,COc1cc(C)ccc1Oc1ncccc1/C(=N/O)NC1CCCCC1,1.8808135922807916,mouse_mic_cl,train,test
164,602,CC(C)Oc1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,1.0791812460476249,mouse_mic_cl,test,train
165,603,Cc1ccc(/C(=N/O)NC2CCCCC2)c(Oc2c(F)cccc2F)n1,2.406540180433955,mouse_mic_cl,train,test
166,604,Cc1ccc(Cc2ccccc2/C(=N/O)NC2CCCCC2)cc1,2.502427119984433,mouse_mic_cl,test,train
167,605,CCCCCC(C)NCc1coc(-c2ccc(Oc3ccccc3)cc2)n1,1.4471580313422192,mouse_mic_cl,test,test
168,608,O=C(NC1CC1)c1ccc(CN([C@@H]2CCC(F)(F)CNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,0.7323937598229685,mouse_mic_cl,train,test
169,609,CN(CCO)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)ns1,4.146128035678238,mouse_mic_cl,train,train
170,610,CS(=O)(=O)N(CCO)Cc1nc(-c2cn(CC3CCOCC3)c3c(Cl)cccc23)ns1,4.982271233039568,mouse_mic_cl,train,train
171,612,COCCOc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCOCC3)sc2c1,1.3443922736851108,mouse_mic_cl,train,train
172,617,COCCOc1cnc2ccn([C@H](C)c3nnc4ccc(-c5cc(C)no5)cn34)c(=O)c2c1,1.3617278360175928,mouse_mic_cl,train,train
173,618,CC(C)c1c(-c2cnn(C(C)(C)C)c2)[nH]c2c(C#N)cnn2c1=O,1.414973347970818,mouse_mic_cl,train,train
174,621,CC1(NS(=O)(=O)c2ccc3c(c2)c(=O)n(CC#N)c(=O)n3CC2CC2)CC1,1.5563025007672873,mouse_mic_cl,train,train
175,626,COc1ccc2cc(C(=O)N3CCCC(c4cc5ncccc5[nH]4)C3)[nH]c2c1,3.001443798032974,mouse_mic_cl,train,test
176,630,NC(=O)c1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCN2CCC2)CC1,1.0413926851582251,mouse_mic_cl,train,train
177,640,C=CCn1c(=O)c2cnc(Nc3ccc4c(c3)CN(C)CC43CC3)nc2n1-c1cccc(C(C)(C)O)n1,3.0253058652647704,mouse_mic_cl,train,train
178,646,CCS(=O)(=O)c1ccc2oc(-c3ccc4c(c3)[C@@H](O)[C@H](O)C=C4)nc2c1,1.1139433523068367,mouse_mic_cl,test,train
179,647,COc1cc(-c2nnc3n2CCCC3(Cc2ccc(F)c(F)c2)C(C)(C)O)ccc1-c1cnc(C)o1,1.968482948553935,mouse_mic_cl,train,train
