index,Smiles_unify,value,property,scaffold_train_test_label,random_train_test_label
29,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(C(F)(F)F)cn3)cc1)C2,2.8388,solubility,train,train
30,OC(c1cccnc1)(c1cccnc1)C(c1ccccc1)N1CCOCC1,5.0757,solubility,train,train
31,COc1ccc(NS(=O)(=O)c2ccc3c(c2)c2ccc(O)cc2n3C)c(OC)n1,3.4341,solubility,train,train
32,Cc1[nH]c2ccc(Cl)cc2c(=O)c1Br,3.699,solubility,train,test
33,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)CC1,3.3115,solubility,train,train
34,C[C@@H]1CN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)C[C@H](C)N1C,3.8893,solubility,train,train
35,CCNC(=O)Nc1nc2cc(-c3cc(C)n(C)c(=O)c3)c(OCC3CCOC3)nc2s1,3.699,solubility,train,train
36,CCNC(=O)Nc1nc2cc(-c3ccn(CCN4CCOCC4)c(=O)c3)c(OCC3CCOC3)nc2s1,6.7866,solubility,train,train
37,Cc1ccc2[nH]c3c(c(=O)c2c1)CCCC3,4.6435,solubility,test,test
38,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccnc(-c3ccc(F)cc3)c1)C2,4.923,solubility,train,train
39,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cc(-c3ccc(OC(F)F)cc3)ccn1)C2,5.3132,solubility,train,test
40,N#Cc1ccc(-c2ccc(CO[C@@H]3COc4nc([N+](=O)[O-])cn4C3)nc2)cc1,5.0767,solubility,train,train
41,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)c(F)c3)cn1)C2,4.16945,solubility,train,test
42,O=C(O)CCc1cccc2c1B(O)OC2,6.561,solubility,train,test
43,O=C(N[C@@H]1CC[C@H](O)C1)c1noc(-c2ccc(F)cc2)c1Cl,4.7681,solubility,test,train
44,Cc1nn(C)c2ncc(C(=O)NC(=O)Nc3ccc(F)c(C(F)(F)F)c3)cc12,4.1023,solubility,train,test
45,CC(=O)c1ccc(NC(=O)Nc2cc(C)nc3ccccc23)cc1,3.5798,solubility,train,train
46,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,3.7853,solubility,train,test
47,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(CNCCCn5ccnc5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,5.5971,solubility,train,train
48,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ncc(-c3ccc(F)cc3)cn1)C2,5.1295,solubility,train,train
49,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ncc(-c3ccc(OC(F)F)cc3)cn1)C2,4.2698,solubility,train,train
50,C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(C#N)cc2C#N)cn1,3.2788,solubility,train,train
51,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3cncc(F)c3)cn1)C2,5.5444,solubility,train,train
52,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3cccc(F)n3)cc1)C2,4.0651,solubility,train,train
53,COc1ccc2[nH]c(=O)n(C[C@H]3CC[C@H](C(=O)N4CCN(C(=O)C5CC5)CC4)CC3)c(=O)c2c1,5.3483,solubility,train,train
54,Cc1cccc2c(=O)c3c([nH]c12)CCC(C)(C)C3,4.5798,solubility,test,test
55,COc1ccc(-c2ccc(CO[C@@H]3COc4nc([N+](=O)[O-])cn4C3)cc2)nc1,3.8157,solubility,train,test
56,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3F)cn1)C2,3.489,solubility,train,train
57,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(F)cc3)nc1)C2,4.106999999999999,solubility,train,train
58,Cc1cc(NC(=O)Nc2cccc(F)c2)c2ccccc2n1,2.0,solubility,train,train
59,Cc1cc(NC(=O)Nc2ccc(SC(F)(F)F)cc2)c2ccccc2n1,2.301,solubility,train,train
60,Cc1cc(NC(=O)Nc2ccc(O)cc2)c2ccccc2n1,2.0,solubility,train,train
61,Cc1cc(NC(=O)Nc2ccc(F)cc2C(=O)O)c2ccccc2n1,4.6464,solubility,train,train
62,Cc1cc(NC(=O)Nc2cnc3ccccc3c2)c2ccccc2n1,2.6021,solubility,test,train
63,Cc1cc(NC(=O)Nc2cccc3nsnc23)c2ccccc2n1,2.4771,solubility,train,train
64,Cc1cccc2c(=O)n(C[C@H]3CC[C@H](C(=O)N4CCN(C(=O)C(C)C)CC4)CC3)c(=O)[nH]c12,4.5911,solubility,train,test
65,O=C1/C(=N/c2cccc(C(F)(F)F)c2)c2ccccc2N1c1cccc(OCCN2CCCCC2)c1,4.1521,solubility,train,train
66,O=c1c(O)c(Cc2ccccc2)c1=O,5.2196,solubility,train,train
67,Cc1c(CN(CCc2ccc([N+](=O)[O-])cc2)C2CCN(C(=O)c3ccccn3)CC2)c(=O)n(-c2ccc(F)cc2)n1C,6.3428,solubility,train,train
68,COc1ccc(NS(=O)(=O)c2ccc3c(c2)c2ccc(CO)cc2n3C)c(OC)n1,2.5156,solubility,train,train
69,COc1ccc(NS(=O)(=O)c2ccc3c(c2)c2ccccc2n3C)c(OC)n1,2.4011,solubility,train,train
70,Cc1cnc(-c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2)[nH]1,4.2788,solubility,train,train
71,Cc1ccc(-c2ncc[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,4.3979,solubility,train,test
72,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1,6.4914,solubility,train,test
73,CC(C)(C)c1csc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)n1,5.4472,solubility,train,train
74,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)cc1)C2,3.4406,solubility,test,test
75,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1ccc(C(F)(F)F)cn1)C2,4.3583,solubility,test,train
76,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(C(F)(F)F)cn1)C2,5.7375,solubility,train,test
77,Clc1ccccc1CC(c1ccccc1)N1CCNCC1,6.5227,solubility,train,train
78,Cc1c(CN(C)C(=O)/C=C/c2cnc3c(c2)CNCCN3)oc2ccccc12,6.068,solubility,train,train
79,N#Cc1cc2c(Oc3ccc(F)cc3OCCn3ccc(=O)[nH]c3=O)cc(F)cn2c1,5.014,solubility,train,train
81,C[C@H]1Cn2c(nnc2C(C)(F)F)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,5.3766,solubility,train,train
82,C[C@H]1c2nnc(C(F)(F)F)n2CCN1C(=O)c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1,5.7868,solubility,train,train
83,NC(=O)c1cnc(-c2ccc(C3(N)CCC3)cc2)c(-c2ccccc2)c1,5.4314,solubility,train,train
84,NC1(c2ccc(-c3ncc4ccncc4c3-c3ccccc3)cc2)CCC1,6.1461,solubility,train,train
85,C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc3[nH]ccc3c2)n1,5.2833,solubility,train,test
86,Cc1ccc(NC(=S)N[C@@H](CC(C)C)C(=O)N[C@H]2CCOC2O)cc1,6.4789,solubility,train,test
87,CC1(COc2cnc(C(F)(F)F)cn2)Cn2cc([N+](=O)[O-])nc2O1,4.8935,solubility,train,test
88,O=S1(=O)CCN(c2cnc(-c3ccc(C(F)(F)F)cc3)c(-c3ccncc3Cl)n2)CC1,4.6914,solubility,test,train
89,C[C@@H]1CN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(I)cc43)cc2)[C@@H](C)CN1C,3.8893,solubility,train,train
90,CC(C)N1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,5.2625,solubility,train,train
91,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)c1cc2cnccc2[nH]1,4.9956,solubility,train,train
92,CCCn1cc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)cn1,4.8633,solubility,train,train
93,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.6678,solubility,train,train
94,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,2.8046,solubility,train,train
95,Cc1c2c(n3c1CCCN1CCC[C@H]1CNc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,6.7285,solubility,test,train
96,Cc1c2c(n3c1CCN(C(=O)C1(N)CC1)C[C@@H](C)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O,4.1415,solubility,train,train
97,COCc1nnc(-c2cnc(-c3ccc(C#N)cc3C)cn2)n1-c1ccc(OC)nc1,4.7641,solubility,test,train
98,CN(C)c1nc(NCc2ccc(NC(=O)c3ccc(F)cc3)cc2)c2ccc(CO)cc2n1,3.9535,solubility,train,train
99,COc1nc(-c2ccc(NC(=O)Nc3ccc(C(=O)N4CCN(C)CC4)cc3)cc2)nc(N2CCOCC2)n1,3.751,solubility,train,train
100,O=C(Nc1ccc(C(=O)NCCN2CCCC2)cc1)Nc1ccc(-c2nc(O[C@H]3CCOC3)nc(N3CCOCC3)n2)cc1,4.5819,solubility,test,test
101,O=C(Nc1cc(Cc2ccccc2)no1)c1ccc2cc3n(c2c1)CCCNC3=O,2.3978,solubility,train,train
102,O=C(CN[C@@H]1COc2nc([N+](=O)[O-])cn2C1)c1ccc(OC(F)(F)F)cc1,4.7355,solubility,train,test
103,CN(C(=O)c1ccc(OC(F)(F)F)cc1)[C@@H]1COc2nc([N+](=O)[O-])cn2C1,4.6438,solubility,train,train
104,CC1(C)CCc2c([nH]c3ccccc3c2=O)C1,4.8062,solubility,test,train
105,COc1ccc2[nH]c3c(c(=O)c2c1)CCC(C)(C)C3,3.9638,solubility,test,train
107,N=S(=O)(c1ccccc1)c1ccc(CNC(=O)c2cc3ccncc3o2)cc1,4.9731,solubility,train,train
108,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,3.9294,solubility,test,train
109,O=C(NCc1ccc([S+]([O-])c2cc(F)cc(F)c2)cn1)c1cc2ccncc2o1,5.088749999999999,solubility,train,train
110,COc1ccc2c(c1)CCCN2c1nc(NCCCO)nc2ccccc12,5.3172,solubility,train,train
111,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OC/C=C/c1ccc(C(F)(F)F)nc1)C2,5.0849,solubility,test,test
112,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCCCc1ccc(C(F)(F)F)nc1)C2,5.6546,solubility,train,train
113,O=c1c2c([nH]c3ccc(-c4cccnc4)cc13)CCSC2,4.5682,solubility,test,test
114,O=c1c2c([nH]c3ccc(-c4ccc(C(F)(F)F)cc4)cc13)CCCC2,3.301,solubility,train,train
115,C[C@]1(COc2ccc(S(=O)(=O)N3CCOCC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,4.6736,solubility,test,train
116,C[C@@H]1CNC[C@H](C)N1c1ccc(-c2cnc3c(-c4ccc(S(N)(=O)=O)c5ccccc45)cnn3c2)cc1,3.5458,solubility,train,test
117,NS(=O)(=O)c1ccc(-c2cnn3cc(-c4ccc(N5CCNCC5)nc4)cnc23)c2ccccc12,3.4602,solubility,train,train
118,CC(c1ccc(-c2cnc3c(-c4ccc(S(N)(=O)=O)c5ccccc45)cnn3c2)cc1)N1CCCC1,4.1486,solubility,train,train
119,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,2.0970999999999997,solubility,test,train
120,COc1cc2c(Nc3ccc(Sc4nccn4C)c(Cl)c3)c(C#N)cnc2cc1/C=C/CCCN1CCN(C)CC1,3.5322,solubility,train,train
121,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3ccc(OC(F)(F)F)cc3)cs2)cc1,2.8451,solubility,test,train
122,O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)cc3)cc1)C2,2.2205,solubility,test,train
123,CC1(COc2ccc(-c3ccc(F)cc3)cc2)Cn2cc([N+](=O)[O-])nc2O1,2.7946,solubility,test,train
124,CC1(COc2ccc(-c3ccc(F)cc3)cn2)Cn2cc([N+](=O)[O-])nc2O1,2.7104,solubility,train,train
125,CC1(COc2ccc(-c3ccc(F)nc3)cn2)Cn2cc([N+](=O)[O-])nc2O1,3.949,solubility,train,train
126,C[C@]1(COc2ccc(N3CCC(Oc4ccc(OC(F)(F)F)cc4)CC3)cc2)Cn2cc([N+](=O)[O-])nc2O1,2.7637,solubility,train,test
127,Cc1ccc(CN2CC[C@@H](N3CC[C@@H](c4ccc(OP(=O)(O)O)cc4)[C@H](F)C3)C2=O)cc1,7.634,solubility,train,train
128,O=[N+]([O-])c1cn2c(n1)OC[C@@H](Oc1ccc(-c3ccc(OC(F)(F)F)cc3)cn1)C2,2.7548,solubility,train,train
129,O=C(NC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,2.9159,solubility,train,train
130,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCC#Cc1ccc(OCc3ccccc3)cc1)C2,3.0259,solubility,train,train
131,O=C(c1ccc(N2CCCC2)nc1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,3.9823,solubility,train,train
132,O=C([C@H]1CCNC1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,4.8865,solubility,train,train
133,O=C(c1cccnc1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,4.8921,solubility,train,test
134,COc1ccc2c(c1)NC(=O)CN2c1nc(NCCCO)nc2ccccc12,5.3291,solubility,train,train
135,CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc([C@H](O)C(F)(F)F)cc2)cc1,5.3139,solubility,train,test
136,CCS(=O)(=O)c1ccc(C(NC(=O)NC)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,5.1903,solubility,train,train
137,CCS(=O)(=O)c1ccc(C(NC(=O)c2ccccc2)C(=O)Nc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)cc1,3.1461,solubility,train,train
138,O=C(c1ccn2c1CS[C@@H]2c1cccnc1)c1cn(Cn2ncnn2)c2cc(-c3ccc(F)cc3)ccc12,5.4591,solubility,train,train
139,C[C@H]1Cn2c(nnc2C2CCC2)CN1C(=O)c1cccc(C(F)(F)c2n[nH]c(=O)c3ccccc23)c1,5.7917,solubility,test,train
140,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCn2c(nnc2C(F)(F)F)C1,5.993,solubility,train,train
141,O=C(Nc1ccncc1)c1c(Cl)cccc1Cl,6.3745,solubility,test,train
142,COc1ccc2c(c1)CCCN2c1nc(Cl)nc2ccccc12,3.1412,solubility,train,train
143,NC(=O)c1c(NC(=O)Nc2ccc(Cl)cc2)sc2c1CCN(CCCNC(=O)CCc1c[nH]c3ccccc13)C2,4.9345,solubility,train,train
145,CC1(COc2ccc(-c3ccc(F)nc3)nc2)CCn2cc([N+](=O)[O-])nc2O1,3.7761,solubility,train,train
146,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,1.8451,solubility,train,train
147,CN(C)C(=O)O/N=C(\c1ccn2c1CS[C@@H]2c1cccnc1)c1cn(C(=O)N(C)C)c2cc(-c3ccc(F)cc3)ccc12,5.5468,solubility,train,train
148,N#Cc1ccc(-c2ccc(CO[C@@H]3COc4nc([N+](=O)[O-])cn4C3)nn2)cc1,4.7648,solubility,train,train
149,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(NC(=O)CCCN(C)C)nc5)cc4c32)C1,5.9395,solubility,test,train
150,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)F)cc3)nn1)C2,3.4916,solubility,train,test
151,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cnc(-c3ccc(C(F)(F)F)cc3)cn1)C2,3.2999,solubility,train,train
152,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCC1CCN(C)CC1,4.1761,solubility,test,train
153,COCCN1CCC(Oc2cc3c(Nc4cc(Cl)ccc4F)ncnc3cc2OC)CC1,5.3222,solubility,test,train
154,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1,3.6021,solubility,test,train
155,Cn1cc(C#N)c2ccc(NC(=O)NOCc3ccccc3)cc21,4.0967,solubility,train,train
156,CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3Oc3ccc(OC(F)(F)F)cc3)cs2)cc1,3.3979,solubility,train,train
157,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1cccc(-c3ccc(C(F)(F)F)cn3)c1)C2,3.9787,solubility,test,train
158,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)c(F)c3)nc1)C2,3.3339999999999996,solubility,train,train
159,O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)nn1)C2,3.99065,solubility,train,test
160,CCCCNC(=O)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C,4.0511,solubility,train,train
161,O=C(Cc1ccccc1)Nc1ccc2cc(C(=O)NO)sc2c1,4.0887,solubility,train,train
162,CCNC(=O)Nc1nc2cc(-c3cncc(F)c3)c(OCC3CCOC3)nc2s1,3.301,solubility,train,train
163,CCNC(=O)Nc1nc2cc(-c3ccn(CCN(C)C)c(=O)c3)c(OCC3CCOC3)nc2s1,6.7099,solubility,train,test
164,CCN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,5.2068,solubility,test,train
165,CN1CCN(CC(=O)Nc2ccc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)c3sc4ccccc4c23)CC1,3.699,solubility,test,train
166,C[C@@H]1CCCN1CCCOc1ccc(-c2cnn(-c3ccccn3)c(=O)c2)cc1,6.3629,solubility,train,train
167,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,4.6949,solubility,train,train
168,N#CCNC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(c2ccc(C#N)cc2)CC1,5.1461,solubility,train,test
169,Cc1ccc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)cn1,4.6721,solubility,test,train
170,C[C@@H]1CN(c2nc(C(F)(F)F)no2)CCN1c1ncc(OCc2ccc(CS(C)(=N)=O)cc2F)cn1,5.1461,solubility,train,train
171,CCN1CCN(C/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1,3.265,solubility,train,train
172,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)cc1,6.0289,solubility,train,train
173,O=[N+]([O-])c1cn2c(n1)O[C@H](COc1ccc(OC(F)(F)F)cc1)C2,3.5413,solubility,test,train
174,COc1ccc(C2C(=O)c3ccc(OC)cc3C2c2ccccc2)cc1,5.1307,solubility,train,test
175,COc1cc2c(cc1N1C[C@@H](C)N[C@@H](C)C1)N(S(=O)(=O)c1ccc(-c3ccccn3)s1)CC2,5.5403,solubility,train,test
176,Cn1cc2c(nc(NC(=O)NC3CCN(CC4CCCCC4)CC3)n3nc(-c4ccco4)nc23)n1,7.2243,solubility,train,test
177,NC1(c2ccc(-c3nn4ccc(=O)nc4cc3-c3ccccc3)cc2)CCC1,6.2788,solubility,test,train
178,Cc1cc(NC(=O)Nc2ccc(C)c(Cl)c2)c2ccccc2n1,2.4771,solubility,train,train
179,Cc1cc(NC(=O)Nc2ccccc2C(F)(F)F)c2ccccc2n1,3.5798,solubility,train,train
180,Cc1cc(NC(=O)Nc2ccc3[nH]cnc3c2)c2ccccc2n1,3.8633,solubility,train,train
181,C=CS(=O)(=O)Nc1ccc2[nH]nc(-c3ccncc3)c2c1,3.8451,solubility,train,train
182,CC(C)CN1CCN(C(=O)[C@H]2CC[C@H](Cn3c(=O)[nH]c4ccccc4c3=O)CC2)CC1,5.3598,solubility,train,train
183,COCC(=O)N1CCN(C(=O)[C@H]2CC[C@H](Cn3c(=O)[nH]c4ccccc4c3=O)CC2)CC1,5.3784,solubility,train,train
184,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc([C@@H]4C[C@@]45C(=O)Nc4ccccc45)ccc23)cc1,3.5927,solubility,train,train
185,COc1ccc(-n2c(C)nnc2-c2cnc(-c3ccc(F)cc3C)cn2)cn1,4.2028,solubility,test,test
186,CCC(=O)O[C@H]1[C@H](OC(=O)CC)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,7.0744,solubility,train,train
187,CCn1c(NC(=O)c2ccc3cc4n(c3c2)CCCNC4=O)nc2ccccc21,3.8892,solubility,train,train
188,Cn1cc(C(=O)Nc2ccc(-c3cccnc3)c(C(F)(F)F)c2)c(=O)c2ccccc21,4.7353,solubility,test,test
189,O=c1nc2n(CCC3CC3)nc(-c3ccc(C(F)(F)F)cc3)nc-2c(=O)n1CC1CC1,4.8768,solubility,test,train
190,O=C([C@@H]1CCNC1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1,4.8451,solubility,test,train
191,CC(=O)N[C@@H](CCCCN)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N(C)[C@@H](C)C(N)=O)C(C)C,5.9538,solubility,train,train
192,CC(=O)Nc1nnc(N2CC[C@@H](Nc3nnc(NC(=O)Cc4ccccc4)s3)C2)s1,3.4771,solubility,train,train
193,O=P(O)(O)CCc1ccccc1,5.1829,solubility,train,train
194,CS(=O)(=O)NC(=O)CCc1ccccc1,5.3004,solubility,train,train
195,CN(C)S(=O)(=O)NC(=O)CCc1ccccc1,5.2989,solubility,train,train
196,CS(=O)(=O)NC(=O)NCc1ccccc1,5.2961,solubility,train,train
197,O=c1[nH]c(CCc2ccccc2)ns1,5.302,solubility,train,train
198,Oc1c(F)cc(Cc2ccccc2)cc1F,5.0381,solubility,train,train
199,Cc1nnc2n1[C@@H]1CCN(Cc3cc4nc(-c5cccc6[nH]ccc56)nc(N5CCOCC5)c4s3)C[C@@H]1CC2,4.5684,solubility,train,train
