index,Smiles_unify,value,property,scaffold_train_test_label,random_train_test_label
60,C#CCN(C)CCCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1,1.0,bbb,train,train
61,C#CCN(C)CCc1ccc(Cc2cn(C)nn2)cc1,1.0,bbb,train,train
62,C#CCN(C)CCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1,1.0,bbb,train,train
63,C#CCN(C)CCc1cn(CCc2ccccc2)nn1,1.0,bbb,test,train
64,C#CCN(C)CCc1cn(Cc2ccccc2)nn1,1.0,bbb,train,train
65,C#CCN(C)CCc1nnn(-c2ccccc2)c1CC,1.0,bbb,train,train
66,C#CCN(C)CCc1nnn(-c2ccccc2)c1CCC,1.0,bbb,train,test
67,C#CCN(C)CCc1nnn(-c2ccccc2)c1CCCC,1.0,bbb,train,train
68,C#CCN(C)CCc1nnn(C(C)c2ccccc2)c1C,1.0,bbb,train,train
69,C#CCN(C)Cc1ccc(Cc2cn(C)nn2)cc1,1.0,bbb,train,train
70,C#CCN(C)Cc1cccc(Cc2cn(C)nn2)c1,1.0,bbb,train,train
71,C#CCN(C)Cc1ccccc1,1.0,bbb,train,train
72,C#CCN(C)Cc1cn(-c2cc(NC(=S)NCC)ncn2)cn1,1.0,bbb,train,train
73,C#CCN(C)Cc1cn(CCc2ccccc2)nn1,0.0,bbb,test,train
74,C#CCN(C)Cc1cn(Cc2ccccc2)nn1,1.0,bbb,train,train
75,C#CCN(C)Cc1nnn(C)c1CCCC,1.0,bbb,train,train
76,C#CCN(C)[C@@H](C)Cc1ccccc1,1.0,bbb,train,train
77,C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(N(C)C)ccc2O)cc1,1.0,bbb,train,train
78,C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(O)ccc2O)cc1,1.0,bbb,train,train
79,C#CCN(C)[C@H](C)Cc1ccc(NCc2cc(OC)ccc2O)cc1,1.0,bbb,train,train
80,C#CCN(C)[C@H](C)Cc1ccc(NCc2ccccc2O)cc1,1.0,bbb,train,train
81,C#CCN(C)[C@H](C)Cc1ccc(NCc2ncccc2C)cc1,1.0,bbb,train,test
82,C#CCN(C)[C@H](C)Cc1ccc(NCc2ncccc2OC)cc1,1.0,bbb,train,train
83,C#CCN(C)[C@H](C)Cc1ccccc1,1.0,bbb,train,train
84,C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1.0,bbb,train,train
85,C#CCNC1CCc2ccccc21,1.0,bbb,train,train
86,C#CCNCCCN1C(=O)S/C(=C/c2ccc([N+](=O)[O-])cc2)C1=O,1.0,bbb,train,train
87,C#CCNCCCN1C(=O)S/C(=C\c2ccc(OCc3ccccc3)cc2)C1=O,1.0,bbb,train,train
88,C#CCNCCCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1,1.0,bbb,train,train
89,C#CCNCCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1,1.0,bbb,train,test
90,C#CCNCc1cn(-c2cc(NC(=S)NCC)ncn2)cn1,1.0,bbb,train,train
91,C#CCN[C@@H]1CCc2ccccc21,1.0,bbb,train,train
92,C#CCN[C@H]1CCc2ccccc21,1.0,bbb,train,train
93,C#CCO,1.0,bbb,train,train
94,C#C[C@@H](OC(N)=O)c1ccccc1,1.0,bbb,train,train
95,C#C[C@@](C)(O)CC,1.0,bbb,train,train
96,C#C[C@@]1(O)C=C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21CC,1.0,bbb,test,train
97,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3C=C[C@@]21CC,1.0,bbb,train,train
98,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21C,1.0,bbb,train,train
99,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21CC,1.0,bbb,train,test
100,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@@H]3CC[C@@]21C,1.0,bbb,train,train
101,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CC[C@@H]4CC(=O)CCC4=C3[C@H](c3ccc(N(C)C)cc3)C[C@@]21C,1.0,bbb,train,test
102,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)ccc4[C@@H]3CC[C@@]21C,1.0,bbb,train,test
103,C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,1.0,bbb,train,train
104,C#C[C@@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5c(cnn5-c5ccc(F)cc5)C[C@@]4(C)[C@@H]3CC[C@@]21C,1.0,bbb,train,train
105,C#C[C@@]1(O)CC[C@@H]2[C@H]3[C@@H](C)CC4=C(CCC(=O)C4)[C@@H]3CC[C@@]21C,1.0,bbb,train,test
106,C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@@H]3C(=C)C[C@]21CC,1.0,bbb,train,train
107,C#C[C@@]1(OC(C)=O)CC[C@@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@@H]3CC[C@@]21CC,1.0,bbb,test,train
108,C#C[C@@]1(OC(C)=O)CC[C@@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@@H]3CC[C@@]21C,1.0,bbb,train,train
109,C#C[C@H](OC(N)=O)c1ccccc1,1.0,bbb,train,train
110,C#C[C@](C)(O)CC,1.0,bbb,train,train
111,C#C[C@](O)(/C=C/Cl)CC,1.0,bbb,train,train
112,C#C[C@](O)(C=CCl)CC,1.0,bbb,train,train
113,C#C[C@]1(O)CC[C@H]2C3CCC4=Cc5c(cnn5-c5ccc(F)cc5)CC4(C)[C@H]3CCC21C,1.0,bbb,train,test
115,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,0.0,bbb,train,train
116,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5c(cnn5-c5ccc(F)cc5)C[C@]4(C)[C@H]3CC[C@@]21C,1.0,bbb,train,train
119,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@@H]3CC[C@@]21C,1.0,bbb,train,train
120,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,1.0,bbb,train,train
121,C#C[C@]1(O)CC[C@H]2[C@H]3CCC4=Cc5c(cnn5-c5ccc(F)cc5)C[C@@]4(C)[C@@H]3CC[C@@]21C,1.0,bbb,train,test
122,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,1.0,bbb,train,train
123,C#[S@]1(C[C@H]2O[C@H](n3cnc4c3NC=N[C@@H]4N)[C@@H](O)[C@@H]2O)CC[C@H](N)C(=O)O1,1.0,bbb,train,train
124,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1.0,bbb,train,train
125,C(=N\NC1=NCCN1)\c1c2ccccc2c(/C=N\NC2=NCCN2)c2ccccc12,0.0,bbb,train,train
126,C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,1.0,bbb,test,train
127,C/C(=C(/CCO)SSC[C@@H]1CCCO1)N(C=O)Cc1cnc(C)nc1N,1.0,bbb,train,train
128,C/C(=C(/CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,1.0,bbb,train,train
129,C/C(=C(/CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(\C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,1.0,bbb,train,train
130,C/C(=C(/CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,1.0,bbb,train,train
131,C/C(=C(\CCOC(=O)C(N)Cc1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1)SSC(C)C)N(C)C=O,1.0,bbb,train,train
132,C/C(=C(\CCOC(=O)c1cc(=O)c2c(Cl)cc(Cl)cc2[nH]1)SSC(C)C)N(C=O)Cc1cnc(C)nc1N,1.0,bbb,train,train
133,C/C(=C(\CCOC(=O)c1ccccc1)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,1.0,bbb,train,train
134,C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,1.0,bbb,train,train
135,C/C(=C/CCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,1.0,bbb,test,train
136,C/C(=C1/CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,1.0,bbb,train,train
137,C/C(=C1\CCOC(=O)S1)N(C=O)Cc1cnc(C)nc1N,1.0,bbb,train,train
138,C/C(=C\C(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,0.0,bbb,test,train
139,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,0.0,bbb,train,test
140,C/C(=C\C(N)C(=O)O)CP(=O)(O)O,1.0,bbb,train,train
141,C/C(=C\CCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,1.0,bbb,test,train
142,C/C(=C\c1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)N1,0.0,bbb,train,train
143,C/C(=N\NCCCN1C(=O)S/C(=C\c2ccc(OCc3ccccc3)cc2)C1=O)c1cccs1,1.0,bbb,test,train
144,C/C(=N\NCN1C(=O)S/C(=C\c2ccc(OCc3ccccc3)cc2)C1=O)c1ccncc1,1.0,bbb,train,train
145,C/C(O)=C1/C(=O)[C@@H](N)[C@@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)C2(O)C1=O,0.0,bbb,train,train
146,C/C(O)=C1\C(=O)[C@@H](N)[C@@H]2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)C2(O)C1=O,0.0,bbb,train,train
147,C/C=C(/CC)C(=O)NC(N)=O,1.0,bbb,train,train
148,C/C=C(C(=C/C)\c1ccc(O)cc1)/c1ccc(O)cc1,0.0,bbb,train,train
149,C/C=C(\C)C(=O)OC1C(C)=CC23C(=O)C(C=C(CO)C(O)C12O)C1C(CC3C)C1(C)C,0.0,bbb,train,train
150,C/C=C(\CC)C(=O)NC(N)=O,1.0,bbb,train,train
151,C/C=C/C(=O)N(CC)C(CC)C(=O)N(C)C,1.0,bbb,train,train
152,C/C=C/C(=O)N(CC)[C@@H](CC)C(=O)N(C)C,1.0,bbb,train,train
153,C/C=C/C(=O)N(CC)c1ccccc1C,0.0,bbb,train,test
154,C/C=C/C(=O)N(CCC)C(CC)C(=O)N(C)C,1.0,bbb,train,train
155,C/C=C/C(=O)N(CCC)[C@@H](CC)C(=O)N(C)C,1.0,bbb,train,train
156,C/C=C/C(=O)N(CCC)[C@H](CC)C(=O)N(C)C,1.0,bbb,train,train
157,C/C=C/C(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N1C,1.0,bbb,test,train
158,C/C=C/C/C=C/CCC(=O)C1OC1C(N)=O,0.0,bbb,train,test
159,C/C=C/C1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,0.0,bbb,train,train
160,C/C=C/C1=C(C(=O)O)N2C(=O)C(NC(=O)[C@@H](N)c3ccc(O)cc3)[C@@H]2SC1,0.0,bbb,test,train
162,C/C=C/C=C/C1OC(O)(C(CC)C(=O)NC/C=C/C=C(\C)C(OC)C(C)C2OC(/C=C/C=C/C=C(\C)C(=O)c3c(O)ccn(C)c3=O)C(O)C2O)C(O)C(OC2OC(C)C(OC3OC(C)C(OC)C(O)C3OC)C(OC)C2O)C1(C)C,0.0,bbb,train,train
163,C/C=C/C=C/C1OC(O)(C(CC)C(=O)NC/C=C/C=C(\C)C(OC)C(C)C2OC(/C=C/C=C/C=C(\C)C(=O)c3c(O)n(C)ccc3=O)C(O)C2O)C(O)C(OC2OC(C)C(OC3OC(C)C(OC)C(O)C3OC)C(OC)C2O)C1(C)C,1.0,bbb,test,train
164,C/C=C/C=C/[C@H]1O[C@@](O)([C@@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)[C@H]2O[C@@H](/C=C/C=C/C=C(\C)C(=O)c3c(O)ccn(C)c3=O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O[C@H]2O[C@H](C)[C@H](O[C@H]3O[C@@H](C)[C@H](OC)[C@@H](O)[C@@H]3OC)[C@@H](OC)[C@@H]2O)C1(C)C,0.0,bbb,train,train
165,C/C=C/C=C[C@@H]1O[C@](O)([C@@H](CC)C(=O)NC/C=C/C=C(/C)[C@@H](OC)[C@H](C)[C@H]2O[C@@H](C=C/C=C/C=C(/C)C(=O)c3c(O)ccn(C)c3=O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O[C@H]2O[C@H](C)[C@@H](O[C@H]3O[C@H](C)[C@@H](OC)[C@H](O)[C@H]3OC)[C@@H](OC)[C@@H]2O)C1(C)C,0.0,bbb,train,train
166,C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,1.0,bbb,test,train
167,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,1.0,bbb,test,train
168,C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.0,bbb,test,test
169,C/C=C/C[C@H](C)[C@@H](O)[C@@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0.0,bbb,test,test
170,C/C=C/[C@@H](C)[C@@H](O)[C@@H]1C(=O)N[C@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N1C,1.0,bbb,test,train
171,C/C=C/[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N1C,1.0,bbb,test,test
172,C/C=C/[C@@H]1OC2(C(=O)COC(=O)c3ccncc3)CCC3(O1)[C@H]1CCC4=CC(=O)CCC4(C)[C@H]1[C@@H](O)CC23C,1.0,bbb,train,train
173,C/C=C/[C@@H]1O[C@@]2(C(=O)COC(=O)c3ccncc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@@]4(C)[C@H]1[C@@H](O)C[C@]23C,1.0,bbb,train,train
174,C/C=C1/CN(C)C2Cc3c([nH]c4ccccc34)C(c3cc4[nH]c5c(c4cc3OC)CCN3CC4CC(CC)C3C5(C(=O)OC)C4)CC1C2C(=O)OC,0.0,bbb,train,train
175,C/C=C\C1O[C@]2(C(=O)COC(=O)c3ccncc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@]4(C)[C@H]1[C@@H](O)C[C@]23C,1.0,bbb,train,test
176,C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)C2O[C@H](/C=C/C=C/C=C(\C)C(=O)c3c(O)ccn(C)c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]3O[C@@H](C)[C@H](OC)[C@@H](O)[C@H]3OC)[C@@H](OC)[C@H]2O)C1(C)C,0.0,bbb,train,train
177,C/C=C\[C@@H]1OC2(C(=O)COC(=O)c3ccncc3)CCC3(O1)[C@H]1CCC4=CC(=O)CCC4(C)[C@H]1[C@@H](O)CC23C,1.0,bbb,train,train
178,C1=C(C=C2NCCN2)CCc2ccccc21,1.0,bbb,test,train
179,C1=C(CC2=NCCN2)CCc2ccccc21,1.0,bbb,test,train
180,C1=C(CC2=NCNC2)CCc2ccccc21,1.0,bbb,train,test
181,C1=CCC2=C3C(=NC2=C1)CCNC3Cc1ccccc1,1.0,bbb,train,test
182,C1=CCC2=C3C(=NC2=C1)CCN[C@H]3Cc1ccccc1,1.0,bbb,train,train
183,C1=CCc2c([nH]c3c2[C@@H](Cc2ccccc2)NCC3)C1,1.0,bbb,train,train
184,C1=Cc2c(cccc2OC[C@@H]2CNCCO2)C1,1.0,bbb,train,train
185,C1=Cc2cccc(OCC3CNCCO3)c2C1,1.0,bbb,train,train
186,C1=Cc2cccc(OC[C@@H]3CNCCO3)c2C1,1.0,bbb,train,train
187,C1=Cc2cccc(OC[C@H]3CNCCO3)c2C1,1.0,bbb,train,train
188,C1=NC[C@H](CC2=Cc3ccccc3CC2)N1,1.0,bbb,train,train
189,C1CC1,1.0,bbb,train,train
190,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,0.0,bbb,train,test
191,C1CCCCC1,1.0,bbb,train,train
192,C1CCc2nnnn2CC1,1.0,bbb,train,train
193,C1CNCCN1,0.0,bbb,train,train
194,C1CO1,1.0,bbb,train,train
195,C1COC(NC(C2CC2)C2CC2)=N1,0.0,bbb,train,train
196,C=C,1.0,bbb,train,train
197,C=C(C(=O)COC(=O)c1ccncc1)[C@]1(C)C[C@@H](O)[C@H]2[C@@H](CCC3=CC(=O)CC[C@@]32C)[C@]12CO[C@H](/C=C/C)O2,1.0,bbb,test,train
198,C=C(C)C(=O)/C(=C/C(=O)O)OC,1.0,bbb,train,train
199,C=C(C)C(=O)/C(=C\C(=O)O)OC,1.0,bbb,train,train
200,C=C(C)CNCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,1.0,bbb,test,train
201,C=C(C)[C@@H]1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,1.0,bbb,train,train
202,C=C(C)[C@H]1CCC(C)=C[C@@H]1c1c(O)cc(CCCCC)cc1O,1.0,bbb,test,train
204,C=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)C(=NOC)c1csc(N)n1,0.0,bbb,test,train
205,C=C([CH]CC)CC,1.0,bbb,train,train
206,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,0.0,bbb,train,train
207,C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)/C=C/C(C)C(C)C)CC(O)CC1O,0.0,bbb,train,train
208,C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)/C=C/C(O)C2CC2)CC(O)CC1O,0.0,bbb,test,train
209,C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(OCCCO)C1O,0.0,bbb,train,train
210,C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,0.0,bbb,train,train
211,C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,0.0,bbb,train,train
212,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.0,bbb,train,train
213,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]2CC[C@H]3[C@@H](C)CCCC(C)C)C[C@H](O)C[C@H]1O,1.0,bbb,train,train
214,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,0.0,bbb,train,train
215,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,0.0,bbb,train,test
216,C=C1C(=O)OC2C1CCC1(C)OC13CC=C(C)C23,0.0,bbb,train,train
