index,Smiles_unify,value,property,scaffold_train_test_label,random_train_test_label
183,CC(C)c1nc(C(=O)NCC2CCN(CC3CCOCC3)CC2)c2ccccn12,7.5,cyp_2d6,train,test
185,Cc1cccc(-c2ccc3c(c2)[nH]c(=O)c2nc(-c4c(F)cccc4Cl)[nH]c23)c1,1.6,cyp_2d6,train,train
187,CCCCN1C(=O)C(CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccccc3)cc1)CC2,7.8,cyp_2d6,train,train
188,COc1cc(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3[C@H]2C(C)C)cc(C)n1,25.65,cyp_2d6,test,train
195,COc1nccnc1[C@H](C)C1=C(CCN(C)C)Cc2cc(F)ccc21,6.4,cyp_2d6,train,train
197,Oc1cccc(-c2ccc3c(-c4ccccc4)c(O)ccc3c2)c1,15.49,cyp_2d6,train,train
198,Oc1cccc(-c2ccc3c(-c4cccc(O)c4)c(O)ccc3c2)c1,24.8,cyp_2d6,train,train
199,Nc1cccc(-c2c(O)ccc3cc(-c4cccc(O)c4)ccc23)c1,40.0,cyp_2d6,train,train
203,Fc1cc(OC(F)(F)C(F)F)cc([C@@](Cc2ccccc2)(Nc2nc3cc(F)cc(F)c3[nH]2)c2ccc(Cl)cn2)c1,40.0,cyp_2d6,train,train
206,CN(C)CCC1=C(Cc2cnccn2)c2ccccc2C1,6.679,cyp_2d6,train,test
209,Fc1cc(OC(F)(F)C(F)F)cc([C@@](Cc2ccccc2)(Nc2nc(C(F)(F)F)cs2)c2ccc(Cl)cn2)c1,40.0,cyp_2d6,train,train
214,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,9.8,cyp_2d6,train,train
220,Cc1ccccc1[C@H]1[C@@H]2CN(C3=NC(=O)CO3)C[C@H]2CC[C@@H]1O[C@H](CO)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,61.0,cyp_2d6,train,train
226,CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1,12.605,cyp_2d6,train,train
228,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N2CC[C@@H](NCCCc3ccccc3)C2)C1,2.0,cyp_2d6,test,train
235,CN1CCN(c2cn(S(=O)(=O)c3ccc(F)cc3)c3ccccc23)CC1,26.4,cyp_2d6,test,train
238,COc1ncc(F)c(N2Cc3cn(-c4cccc(S(C)(=O)=O)c4)nc3[C@H]2C(C)C)n1,12.71,cyp_2d6,train,test
242,O=C(Nc1ccc(F)cc1)N1N=C(c2ccncc2)CC1c1ccc(F)cc1,44.0,cyp_2d6,train,train
245,CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21,18.0,cyp_2d6,test,train
247,O=C(O)/C=C/c1ccc(NC(=O)C2(NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)CCCC2)cc1,30.0,cyp_2d6,train,train
249,N#Cc1ccc(N[C@@H]2CCN(C(=O)O[C@H]3C4CC5CC3C[C@](C(N)=O)(C5)C4)C2)nc1,25.0,cyp_2d6,train,train
250,N#Cc1cccnc1N[C@H]1CCN(C(=O)O[C@H]2C3CC4CC2C[C@](C(N)=O)(C4)C3)C1,30.0,cyp_2d6,train,train
251,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,10.0,cyp_2d6,train,train
256,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1c(C#N)ccc2ccccc12,0.05,cyp_2d6,train,train
259,N#Cc1ccc(C(=O)NCC(=O)NC(c2ccccc2)c2ccc(Cl)cc2)cc1,4.9,cyp_2d6,test,test
266,O=S1(=O)CCC(CNCCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,1.17,cyp_2d6,train,test
267,CC1(C)CCC(NCc2ccc(CN(C[C@H]3Cc4ccccc4CN3)[C@H]3CCCc4cccnc43)cc2)CC1,0.258,cyp_2d6,train,train
268,CC(C)(CCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21)CNCC1CCOCC1,1.75,cyp_2d6,test,train
273,O=S(=O)(Cc1ccc2c(c1)CCNCC2)c1ccc(-c2ccc(F)c(F)c2)cc1,0.1,cyp_2d6,train,train
279,CNCc1cc(=O)oc2cc(OC)ccc12,10.0,cyp_2d6,train,train
282,Nc1ccc(S(=O)(=O)N2CCN(c3ncc(C(O)(C(F)(F)F)C(F)(F)F)cc3-c3cccnc3)CC2)cn1,27.0,cyp_2d6,train,test
291,CC(C)C[C@H](C[C@@H](O)N1CCC[C@@H](Cc2ccc(F)cc2)C1)NC(=O)Nc1cccc(-c2nnnn2C)c1,0.6,cyp_2d6,train,train
292,CC(C)c1cc(NC(=O)N[C@H](C)C[C@@H](O)N2CCC[C@@H](Cc3ccc(F)cc3)C2)cc(-c2nnnn2C)c1,4.7,cyp_2d6,train,train
294,c1ccc(Cn2nnnc2C(c2ccc3occc3c2)N2CCCN(C3CCC3)CC2)cc1,1.0,cyp_2d6,train,train
296,NC/C=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,0.51,cyp_2d6,train,test
297,NCC1=C(CN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CCCC1,0.18,cyp_2d6,train,train
300,Cc1nc(C)c(CNc2nc(C3CC3)nc(Cl)c2C)s1,8.2,cyp_2d6,train,train
309,O=S1(=O)CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1,6.6,cyp_2d6,train,train
311,CCC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,20.0,cyp_2d6,train,train
312,CC(C)CC[C@@H]1C[C@H](N(C)C(C)C)CC[C@@H]1NC(=O)CNC(=O)c1cccc(C(F)(F)F)c1,0.01,cyp_2d6,train,train
314,N=C(Nc1ccccc1)Nc1ccccc1,3.4443,cyp_2d6,train,train
322,COc1ccc2[nH]c(SCCCO)nc2c1,4.17,cyp_2d6,train,train
323,COc1ccc2[nH]c(SCc3ccc4ccccc4n3)nc2c1,10.5,cyp_2d6,train,train
332,CC(C)(C)[C@@H](CO)NCC(=O)N1CCc2ccccc2C1C1CCCCC1,0.068,cyp_2d6,train,train
333,CC(C)C[C@@H](CO)NCC(=O)N1CCc2ccccc2C1C1CCCCC1,0.044,cyp_2d6,train,test
334,C[C@@H](O)CNCC(=O)N1CCc2ccccc2[C@@H]1C1CCCCC1,1.4,cyp_2d6,train,test
335,O=C(CNCC1(O)CCCCC1)N1CCc2ccccc2[C@@H]1C1CCCCC1,0.6,cyp_2d6,train,train
336,COc1cc(C[C@H]2CO[C@H](c3ccc(O)c(O)c3)[C@H]2CO)ccc1O,68.1,cyp_2d6,train,train
340,Cc1noc([C@H]2C[C@@H]2C(=O)NCc2ccc(-c3cccc(OC(F)(F)F)c3)c3c2CN(C(=O)NC(C)(C)C)CC3)n1,2.0,cyp_2d6,train,train
343,CCC[C@@H](CCO)Nc1nc(N)nc2cc(OC)ccc12,0.6,cyp_2d6,train,train
352,COc1ccc(C(=O)NC(C)Cc2ccccn2)cc1OC1CCN(C(C)C)CC1,27.1,cyp_2d6,train,train
353,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5ccccn5)cc4c(=O)c3c2)cn1,46.17,cyp_2d6,train,test
366,CC1(C)CN2C(CS/C(=N\C3CCCCC3)NC3CCCCC3)=CSC2=N1,0.4,cyp_2d6,train,test
368,Nc1ccc(-c2cnc(NC(=O)CN(Cc3ccccc3)C(=O)c3ccncc3)s2)cn1,2.6,cyp_2d6,train,train
370,Fc1cc(OC(F)(F)C(F)F)cc([C@@](Cc2ccccc2)(Nc2nc3ccccc3[nH]2)c2ccc(Cl)cn2)c1,40.0,cyp_2d6,train,train
373,Cn1c(N2CCO[C@@H](c3ccccc3F)C2)nc(-c2ccncn2)cc1=O,32.4,cyp_2d6,train,train
376,CN(C[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)c1ccc(C#N)cn1,0.9,cyp_2d6,test,train
377,COc1ccc(Cn2c(N3CCC(n4cc(C)cn4)CC3)nc3ccccc32)cc1,7.319,cyp_2d6,train,train
378,CCN(CC)C(=O)c1ccc(C2=CC3(CCCNC3)Oc3ccccc32)cc1,2.2,cyp_2d6,train,train
379,CCN(CC)C(=O)c1cc(C2=CC3(CCNCC3)Oc3ccccc32)cs1,5.7,cyp_2d6,train,train
381,Fc1ccc(Cn2c(C3CNCCS3)nc3ccccc32)cc1,10.85,cyp_2d6,train,train
382,Cc1ccc(C(=O)C2(CCC(C)(C)C)CCNC2)cc1Cl,13.0,cyp_2d6,test,train
383,CC(C)(C)CCC1(C(=O)c2cc3ccccc3s2)CCNC1,12.0,cyp_2d6,train,train
385,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnco2)cc1,2.7,cyp_2d6,test,train
386,CCN(CC(O)(CNC(=O)c1cnn(-c2ccc(F)cc2)c1N)C(F)(F)F)C(=O)c1ccccc1Cl,30.5,cyp_2d6,train,train
393,Nc1c2c(nc3ccccc13)CCCC2,0.3,cyp_2d6,train,train
399,FC(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,3.95,cyp_2d6,train,train
400,Fc1ccc(C(Cc2ccccc2OC(F)(F)F)N2CCNCC2)cc1,2.5,cyp_2d6,train,train
405,CS(=O)(=O)Nc1cccc(CC(=O)Nc2cc(-c3ccnc(F)c3)cs2)c1,8.7,cyp_2d6,train,test
413,O=C(/C=C/c1cc([N+](=O)[O-])ccc1Cl)c1ccc[nH]1,12.0,cyp_2d6,test,test
414,O=C(/C=C/c1cccc(Br)c1)c1ccc[nH]1,14.0,cyp_2d6,test,train
416,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-c3nnc(S)n3C)cc2)cc1,4.8,cyp_2d6,train,train
417,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(-n3cnnc3)cc2)cc1,5.0,cyp_2d6,train,test
422,NC(=O)[C@]12CC3CC(C1)[C@@H](OC(=O)N1CC[C@@H](Nc4ccc(C(F)(F)F)cn4)C1)C(C3)C2,11.6,cyp_2d6,train,train
423,N#Cc1cccnc1N[C@@H]1CCN(C(=O)O[C@H]2C3CC4CC2C[C@](C(N)=O)(C4)C3)C1,30.0,cyp_2d6,train,train
424,Fc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,27.0,cyp_2d6,train,train
426,CC(C)N1CCN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)CC1,8.13,cyp_2d6,train,train
435,c1ccc2c(c1)CN[C@@H](CN(CC[C@H]1CCCNC1)[C@H]1CCCc3cccnc31)C2,0.11,cyp_2d6,test,train
436,CN1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,5.6,cyp_2d6,train,train
437,CC(C)N1CCN(CCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)CC1,6.65,cyp_2d6,train,train
441,Cc1cc(C[C@H](CCCCNCc2ccc(F)cc2)C(=O)NO)cc(C)c1F,0.02,cyp_2d6,test,test
445,COCCOc1ccn2c(-c3ccc4cccc(O[C@@H]5CCNC[C@@H]5F)c4n3)cnc2c1,5.88,cyp_2d6,train,train
448,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC(C)C)C4)C3)s2)cc1,10.0,cyp_2d6,train,train
451,CN(C)CCN1C(=O)CCc2cc(NC(=N)c3cccs3)ccc21,12.2,cyp_2d6,test,train
453,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,0.8,cyp_2d6,train,train
455,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,11.0,cyp_2d6,train,train
456,CC(C)(C)NCC(O)COc1ccccc1,28.0,cyp_2d6,train,test
457,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccc(O)cc1C#N,0.31,cyp_2d6,train,train
461,CS(=O)(=O)N1CCC(Oc2ccc3c(c2)CCN(C2CCC2)CC3)CC1,13.0,cyp_2d6,test,train
462,Cc1cccc(C)c1CNc1nc(N2CCOCC2=O)cc2c(C)c(C)n(CCO)c12,36.0,cyp_2d6,test,train
470,CO[C@@H]1[C@@H](OC)[C@H](C)[C@@](O)(CC(=O)O)O[C@H]1[C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@](C)(O)[C@H](C)C[C@@H]5C)C[C@@H]4O[C@@H]4C[C@H](OC)[C@@H](OC)[C@H](C)O4)O3)O2)C[C@H](O)[C@H]1C,1.0,cyp_2d6,test,train
475,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,2.88,cyp_2d6,train,test
476,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,18.0,cyp_2d6,train,train
477,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.64,cyp_2d6,train,train
481,Cc1c(COc2cccc(OCC3CCOCC3)c2)[nH]c2ccccc2c1=O,8.3,cyp_2d6,train,train
482,CC(C)c1c(COc2cccc(OCC3CCOCC3)c2)[nH]c2ccccc2c1=O,12.4,cyp_2d6,train,test
483,Cc1c(COc2cccc(OCC3CCOCC3)n2)[nH]c2ccccc2c1=O,7.0,cyp_2d6,train,test
486,CCCCOc1cccc(OCc2[nH]c3ccccc3c(=O)c2C)c1,0.78,cyp_2d6,train,train
494,CC(=O)c1cc(NC(=O)N[C@H](C)C[C@@H](O)N2CCC[C@@H](Cc3ccc(F)cc3)C2)cc(C(C)=O)c1,7.0,cyp_2d6,test,train
495,CC(C)c1cc(NC(=O)N[C@H](C)CCN2CCC[C@@H](Cc3ccc(F)cc3)C2)cc(-c2nnnn2C)c1,1.6,cyp_2d6,train,train
498,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)c1nnnn1[C@H](CC#N)COc1ccccc1O,5.1,cyp_2d6,train,train
500,CC(=O)c1sc(NC(=O)N[C@@H]2CN(C(=O)CN(C)C)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,0.5,cyp_2d6,train,train
501,CC(=O)c1sc(NC(=O)N[C@@H]2CCN(C(=O)C(C)C)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,0.05,cyp_2d6,train,train
502,CC(=O)c1sc(NC(=O)N[C@@H]2CCN(C(=O)OC(C)(C)C)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,0.57,cyp_2d6,train,train
503,c1ccc2c(c1)CN[C@H](CN(CCCN1CCNCC1)[C@H]1CCCc3cccnc31)C2,1.4,cyp_2d6,train,train
504,CN(CC(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)c1ccccc1,0.53,cyp_2d6,train,test
512,CCc1ccccc1C1(Br)C(=O)c2ccccc2C1=O,83.0,cyp_2d6,train,train
513,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,3.4,cyp_2d6,train,test
514,COc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,5.305935,cyp_2d6,train,test
515,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](N5CCCCC5)C4)C3)cc2)cc1,10.0,cyp_2d6,test,train
516,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCOCC5)C4)C3)s2)cc1,5.055935,cyp_2d6,test,train
517,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NCC5CCOCC5)C4)C3)s2)cc1,6.30957,cyp_2d6,train,train
518,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N2CC[C@@H](NCCC(C)(C)c3ccc(Cl)cc3)C2)C1,3.3,cyp_2d6,test,train
519,C[C@H](CCN1CCC[C@@H](Cc2ccc(F)cc2)C1)NC(=O)Nc1cc(-n2ccnn2)cc(-n2ccnn2)c1,0.5,cyp_2d6,train,train
522,CC[C@H](C)[C@@H](CO[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCS(C)(=O)=O)C(=O)OC(C)C)NC[C@@H](N)CS,0.7,cyp_2d6,train,train
523,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)s1)[C@H]1CCN(C(=O)N2CC[C@@H](NC3CCC(C)(C)CC3)C2)C1,0.8471650000000001,cyp_2d6,train,train
524,CS(=O)(=O)N(Cc1ccccc1-c1ccccc1)[C@@H]1CCNC1,5.36,cyp_2d6,train,train
526,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,0.05,cyp_2d6,train,train
530,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,10.0,cyp_2d6,train,train
531,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,3.9465,cyp_2d6,train,train
532,O=C(c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1)N1CCCC1,6.0,cyp_2d6,train,train
537,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,0.96,cyp_2d6,test,train
539,Cn1c(-c2ccccn2)c(C2CCCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21,16.6,cyp_2d6,train,test
544,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1.0,cyp_2d6,train,test
551,CN(C)C(=O)CN1CCCC(c2nc3ccccc3n2CCOc2ccccc2)C1,8.7,cyp_2d6,train,train
556,C[C@@H](OC[C@H](O)CNC(C)(C)Cc1ccc2ccccc2c1)c1ccccc1CCC(=O)O,9.6,cyp_2d6,test,train
559,O=C(CNCC1(O)CCCCC1)N1CCc2ccccc2C1C1CCCCC1,0.78,cyp_2d6,train,train
560,COc1ccc2c(c1)CCN(C(=O)CNCC1(O)CCCCC1)[C@@H]2C(C)C,2.9,cyp_2d6,train,train
561,COc1ccc2c(c1)CCN(C(=O)CNCC1(O)CCCCC1)[C@H]2C(C)C,2.0,cyp_2d6,train,test
562,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CC1,5.0,cyp_2d6,train,train
569,Cc1ccc(C(=O)c2nc3ccc(O)cc3s2)cc1O,54.0,cyp_2d6,train,train
578,Cc1cccc(N2CNC(=O)C23CCN(C[C@H](C)NC(=O)c2ccc(Br)cc2)CC3)c1,9.4,cyp_2d6,test,train
586,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2c2ccc(C(F)(F)F)cc2)no1,18.0,cyp_2d6,train,train
588,CN(C)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,12.798,cyp_2d6,train,train
594,COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1,100.0,cyp_2d6,train,train
