index,Smiles_unify,value,property,scaffold_train_test_label,random_train_test_label
44,CC[C@@H]1CCC[C@H](C2(CC(=O)N3CCN4CCCC[C@H]4C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,4.2,cyp_3a4,train,test
45,CC[C@@H]1CCC[C@H](C2(CC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,4.7,cyp_3a4,train,test
46,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,2.2,cyp_3a4,train,train
49,CC[C@@H]1CCC[C@H](C2(Cc3noc(CN(C)C(C)(C)CO)n3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,4.0,cyp_3a4,train,train
51,CN(C(=O)C1(c2ccc(F)cc2)CCCC1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,37.0,cyp_3a4,train,train
52,COCCN1CCC(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5ccc(OC)c(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,7.7,cyp_3a4,test,train
54,CN1C(=O)[C@@](c2ccc(OC(F)F)cc2)(c2ccc(F)c(C#CCCCF)c2)N=C1N,0.9,cyp_3a4,train,train
58,COc1ccc(Cn2c(C3CCCN(C4CCCCC4)C3)nc3ccccc32)cc1,3.3,cyp_3a4,train,train
60,CN(C)C[C@H]1C[C@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,15.0,cyp_3a4,train,train
64,COc1cncc(-c2ccc(CN3CCC4(CC3)C(=O)N(c3cccc(OC)c3)C(=O)N4Cc3ccccc3F)cc2)c1,2.0,cyp_3a4,test,train
68,Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1F,0.896,cyp_3a4,train,train
71,COc1cccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,36.0,cyp_3a4,train,train
75,N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4nc(N)ccc34)cc(F)c2Cl)c1,4.4,cyp_3a4,train,train
76,COCCN1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,2.9,cyp_3a4,test,train
77,Cc1cc(N2CCN(CCCF)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0.45,cyp_3a4,test,train
78,C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N5CCOCC5)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,2.8,cyp_3a4,train,train
80,CC(C)N1CCC(Oc2ccc3c(c2)cc2n3CCN(Cc3ccncc3)C2=O)CC1,6.0,cyp_3a4,train,train
83,COc1cc(C[C@H]2COC(=O)[C@@H]2Cc2cc(OC)c3c(c2)OCO3)cc(OC)c1O,7.4,cyp_3a4,train,train
84,CCOc1cc(C[C@H]2COC(O)[C@@H]2Cc2cc(OC)c(OC)c(OC)c2)cc2c1OCO2,0.44,cyp_3a4,train,train
85,COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc3c(c2)OCO3)cc(OC)c1OC,0.8,cyp_3a4,train,test
93,Cc1cnc2[nH]cc(C(=O)c3c(F)ccc(NS(=O)(=O)c4cccc(F)c4)c3F)c2c1,5.0,cyp_3a4,test,train
94,OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccccn1,100.0,cyp_3a4,train,train
100,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,0.9,cyp_3a4,train,train
103,COCCN(CC(=O)N(C)C(CN1CCCC1)c1ccc(-c2ccc(C(N)=O)cc2)cc1)c1ccc(Cl)c(Cl)c1,2.6,cyp_3a4,test,train
106,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c2ccccc2c1,1.6,cyp_3a4,train,test
108,Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(CC(=O)N(C)C)C2,24.5,cyp_3a4,test,train
109,CCN(CC)C(=O)[C@@H](C)N1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O,9.6,cyp_3a4,test,train
111,COc1ccc(N2Cc3nc(C)c(CN)c(-c4ccc(Cl)cc4Cl)c3C2=O)cc1,0.9,cyp_3a4,train,train
115,Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1,80.5,cyp_3a4,test,train
118,O[C@H]1CC[C@H](c2ccc(OCCCN3CCCCC3)cc2)CC1,30.3,cyp_3a4,test,train
120,CC1([C@@H]2COC[C@H](COC(=O)N3CCC(N4CCCCC4)CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1,0.0015,cyp_3a4,train,train
122,CN1CCN(C(=O)[C@H](Cc2ccc(Br)cc2)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,0.48,cyp_3a4,train,train
132,Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccc3)n2)n[nH]1,1.4,cyp_3a4,train,train
135,Cc1cc(Nc2cc(C)c(C#N)c(NCCOc3ccccn3)n2)n[nH]1,7.2,cyp_3a4,train,test
136,CC(=O)Nc1cc(-c2ccccc2)nc(-n2nc(C)cc2C)n1,43.0,cyp_3a4,test,train
138,O=C(O)c1ccc(NC(=O)[C@H](C2CCCCC2)n2c(-c3ccc(Cl)cc3)nc3ccccc32)c(C(F)(F)F)c1,49.0,cyp_3a4,test,train
141,COc1cc2ccc(C(O)(c3cc[nH]n3)C(C)C)cc2cc1OC,1.8,cyp_3a4,train,train
142,COc1cc2ccc(C(O)(c3cnco3)C(C)C)cc2cc1OC,6.5,cyp_3a4,train,train
143,CC(C)C(O)(c1ccc2cc(-c3cccs3)ccc2c1)c1c[nH]nn1,81.0,cyp_3a4,train,train
151,Cc1ccccc1-c1nncc2cc(-c3c(C)ccc4c(NC5CC5)noc34)ccc12,1.8,cyp_3a4,train,train
152,Cc1ccc2c(NC3CC3)noc2c1-c1ccc2c(NC(C)C)nncc2c1,5.6,cyp_3a4,train,train
154,O=C(Cn1ccnc1)c1ccc(-c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)cn1,0.3,cyp_3a4,train,train
158,O=C(O)c1cc(Cl)ccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,50.0,cyp_3a4,train,train
159,CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(C(F)(F)F)c3)nc2c1,20.0,cyp_3a4,train,train
160,CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3)nc2c1,6.0,cyp_3a4,train,test
161,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NCc2ccc3ccccc3c2)C(C)C)ccc1OC,2.5,cyp_3a4,train,train
162,CN1CC[C@H](c2ccc(Cl)cc2)[C@@H](COc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)C1,0.14,cyp_3a4,train,train
163,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,11.0,cyp_3a4,test,test
165,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1,16.2,cyp_3a4,train,train
167,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5ncccn5)ccc42)C3)cc1,2.5,cyp_3a4,test,train
170,COc1cc(/C=C2\SC(=O)NC2=O)ccc1Oc1ccc(C#N)c2ccccc12,4.5,cyp_3a4,train,train
172,CC(C)C(O)(c1ccc2cc(OC(F)F)ccc2c1)c1c[nH]nn1,14.0,cyp_3a4,train,train
173,O=S(=O)(Nc1cncc(C(F)(F)F)c1)c1ccccc1C(F)(F)F,0.62,cyp_3a4,train,train
174,O=C(Nc1ccc(-c2nnn[nH]2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,7.7,cyp_3a4,train,test
177,COc1ccc(CCNc2nc3cc(OC)ccc3c(=O)n2C)cc1,10.0,cyp_3a4,train,train
179,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,3.2,cyp_3a4,train,train
180,CC(C)c1nc(C(=O)NC2CCN(CCF)CC2)c2ccccn12,27.3,cyp_3a4,train,test
181,CC(C)c1nc(C(=O)NC[C@@H]2[C@H]3CN(CC4CCOCC4)C[C@@H]23)c2ccccn12,41.4,cyp_3a4,train,train
201,Fc1cc(OC(F)(F)C(F)F)cc([C@@](Cc2ccccc2)(Nc2nc3cc(F)ccc3[nH]2)c2ccc(Cl)cn2)c1,36.0,cyp_3a4,test,train
202,Fc1cc(OC(F)(F)C(F)F)cc([C@@](Cc2ccccc2)(Nc2nc3cc(F)cc(F)c3[nH]2)c2ccc(Cl)cn2)c1,21.5,cyp_3a4,test,train
207,CS(=O)(=O)c1ccc(N2CCN(C(=O)C(c3ccc(Cl)cc3)c3cccnc3)CC2)cc1,4.0,cyp_3a4,train,train
210,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n([C@H](C)c3ccccn3)c12,9.7,cyp_3a4,train,train
212,N=C(N)NC(=O)c1ccc(C2CCN(C(=O)C3CC3)CC2)c(C(F)(F)F)c1,16.0,cyp_3a4,train,train
213,N=C(N)NC(=O)c1ccc(C2CCN(C(=O)c3ccc(S(N)(=O)=O)cc3)CC2)c(C(F)(F)F)c1,24.0,cyp_3a4,train,train
218,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]3[C@H]2O/C(=N\C(C)C)N3C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,1.1,cyp_3a4,train,train
219,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]3[C@H]2O/C(=N\C(C)C)N3C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,7.8,cyp_3a4,train,train
221,NC1C[C@H]2CC[C@@H](C1)N2C(=O)[C@H](Cc1ccc(Cl)cc1Cl)NC(=O)C1(c2ccc(OC(F)(F)F)cc2)CC1,2.4,cyp_3a4,test,train
222,CN1CCN(C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,10.0,cyp_3a4,train,train
223,NC(=O)C(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1,8.6,cyp_3a4,train,train
224,C[C@@H](Nc1c(Nc2ccn[nH]2)c(=O)c1=O)c1ccccc1,40.0,cyp_3a4,train,train
229,O=C(Nc1ccc(-c2cccc3ccccc23)cc1)Nc1ccc(-c2ccnc3[nH]cnc23)cc1,1.7,cyp_3a4,train,train
230,CC(C)[C@](C)(NCc1ccc2ncccc2c1)c1cn(C(CCS(C)(=O)=O)C(=O)COc2c(F)c(F)cc(F)c2F)nn1,1.2,cyp_3a4,train,train
231,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccn3nccc3n2)C2CCCC2)nn1,0.263,cyp_3a4,train,test
232,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,30.0,cyp_3a4,train,train
233,Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3)CC2)c([C@@H](NC(=O)CCN(C)C)C(C)C)c1,9.2,cyp_3a4,test,train
234,CNCC(=O)N[C@H](c1cc(C)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2F)CC1)C(C)C,6.9,cyp_3a4,test,test
236,O=C1CC(c2cccc(-n3ccnc3)c2)=Nc2ccc(-c3ccccc3F)cc2N1,0.001,cyp_3a4,test,train
244,Cc1cccc(C)c1CNc1nc(N2CCCC2=O)cc2c(C)c(C)[nH]c12,1.4,cyp_3a4,train,test
254,CC(=O)N[C@@H](C)/C=C/c1ccc(Oc2ccc3nc(C(C)C)sc3c2C(F)(F)F)nc1,17.0,cyp_3a4,train,train
255,Cc1cccc(C)c1CNc1nccc2c1nc(C)n2C,16.5,cyp_3a4,train,train
257,Cc1cccc(C)c1CNc1nccc2c1cc(C)n2C,3.7,cyp_3a4,train,train
262,Cc1cc(C(=O)NC2CCCCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,11.0,cyp_3a4,test,train
263,Cc1cc(C(=O)NC2CC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,10.0,cyp_3a4,train,train
264,Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,8.7,cyp_3a4,train,train
265,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C(CC=C(C)C)=C2O,2.3,cyp_3a4,train,test
269,c1ccc2c(c1)CN[C@@H](CN(CCCCNC1CCCCC1)[C@H]1CCCc3cccnc31)C2,11.7,cyp_3a4,test,train
270,NC/C=C/CN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,9.29,cyp_3a4,train,train
271,O=C(NCC1CCCCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,82.0,cyp_3a4,train,train
276,Cc1cccc(C(=O)N2CCC(=CC#Cc3cccc(C)n3)CC2)c1,6.1,cyp_3a4,train,test
277,Cc1cccc(C#CC=C2CCN(S(=O)(=O)c3ccc(C#N)cc3)CC2)n1,5.0,cyp_3a4,train,train
284,Nc1ccc(S(=O)(=O)N2CCN(c3ncc(C(O)(C(F)(F)F)C(F)(F)F)cc3-c3cccnc3)CC2)cn1,27.0,cyp_3a4,train,train
285,COCCN1CCC(c2cc(C)c3nc(-c4c(NCCn5cc(Cl)cn5)cc[nH]c4=O)[nH]c3c2)CC1,19.5,cyp_3a4,train,train
286,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCCC(=O)O)c3ccccc3)c2=O)c1F,29.0,cyp_3a4,train,train
288,N[C@@H](Cn1c(=O)c(-c2ccc(CSCC(=O)O)cc2)cn(Cc2c(F)cccc2C(F)(F)F)c1=O)c1ccccc1,16.0,cyp_3a4,train,train
289,NCC(=O)OCc1ccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](N)c3ccccc3)c2=O)cc1,0.67,cyp_3a4,train,train
290,N[C@@H](Cn1c(=O)c(-c2ccc(CO)cc2)cn(Cc2c(F)cccc2C(F)(F)F)c1=O)c1ccccc1,0.8,cyp_3a4,train,train
298,Cn1c(Nc2cccc(C(C)(C)C)c2)nc2cc(Oc3ccnc(-c4ncc(-c5ccccc5)[nH]4)c3)ccc21,7.1,cyp_3a4,train,train
299,Cc1cnc(-c2cc(Oc3ccc4c(c3)nc(Nc3cc(C(F)(F)F)ccc3F)n4C)ccn2)[nH]1,3.4,cyp_3a4,train,test
302,Cc1nc(C)c(CNc2nc(OCCCc3ccc4ccccc4n3)nc(Cl)c2C)s1,0.9,cyp_3a4,train,train
303,COCCCN1CCC(CNC(=O)c2nc(C(C)C)n3ccccc23)CC1,27.2,cyp_3a4,train,train
306,COc1cccc(CC(=O)Nc2nc(-c3ccncn3)cs2)c1,10.0,cyp_3a4,test,train
307,COc1cccc(CC(=O)Nc2cc(-c3ccncn3)cs2)c1,2.0,cyp_3a4,train,train
308,COc1cccc(CC(=O)Nc2cc(-c3ccnc(Cl)c3)cs2)c1,5.0,cyp_3a4,train,train
310,Cc1ccc(Cn2c(C3CNCCO3)nc3ccccc32)cc1C,6.25,cyp_3a4,train,train
313,COC(c1ccc(Cl)cc1)(c1ccc2c(c1)c(-c1c(F)cccc1F)cc(=O)n2C)c1cncn1C,0.275,cyp_3a4,train,train
315,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(Cc3ccccc3)c12,3.7,cyp_3a4,train,train
316,COc1cc2c(cc1-c1c(C)noc1C)ncc1[nH]c(=O)n(-c3ccccc3C(C)(C)C)c12,1.7,cyp_3a4,test,train
318,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CC(C)C)c2ccccc2N(Cc2c(OC)ccc3cc(Br)ccc23)C1=O,1.1,cyp_3a4,train,train
324,CCCSc1nc2cc(OC)ccc2[nH]1,27.1,cyp_3a4,train,train
325,COc1ccc2[nH]c(SCCCO)nc2c1,5.49,cyp_3a4,train,train
326,COc1ccc2[nH]c(SCc3ccc(C)cc3)nc2c1,8.86,cyp_3a4,train,train
327,COc1cc(CSc2nc3ccc(OC)cc3[nH]2)cc(OC)c1,0.72,cyp_3a4,train,train
328,COc1ccc2[nH]c(SCc3cccc(Oc4ccccc4)c3)nc2c1,2.49,cyp_3a4,train,train
329,COc1ccc2[nH]c(SCc3ccc(OCc4ccccc4)cc3)nc2c1,3.56,cyp_3a4,train,test
330,COc1ccc2[nH]c(SCc3ccccn3)nc2c1,4.01,cyp_3a4,train,train
338,Cc1cn(-c2ccc3c(c2)NC(=O)c2ccc(Cc4ccccc4)nc2N3)cn1,0.15,cyp_3a4,train,train
339,COc1ccc(-c2ccc3c(c2)CC=C3c2ccncc2)cc1,2.394,cyp_3a4,train,train
344,CC(=O)N1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,1.1,cyp_3a4,test,test
345,CNC(=O)CN1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,2.6,cyp_3a4,test,train
346,Cc1cc(N2CCN(CCF)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,1.5,cyp_3a4,test,test
347,CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,4.0,cyp_3a4,test,train
349,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@H](C)O)c(C)c34)ccc2[nH]1,4.0,cyp_3a4,train,test
350,CN1CCN(c2ccc(/C=C/c3n[nH]c4cc([C@@H]5C[C@@]56C(=O)N(C)c5ccccc56)ccc34)cn2)CC1,0.3,cyp_3a4,train,train
351,C[C@@H]1CC[C@@H](Oc2ccnc3c(F)cccc23)CN1C(=O)c1ccccc1-n1nccn1,25.4,cyp_3a4,train,train
355,CC(=O)N1CCN(c2ccc(CO[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)OC3)cc2)CC1,0.109,cyp_3a4,train,train
356,N[C@H]1CC[C@@](CCOc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2Cl)(c2ccccc2)CC1,0.58,cyp_3a4,train,train
357,N[C@H]1CC[C@](CCNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)(c2ccccc2)CC1,6.7,cyp_3a4,train,train
358,N[C@H]1CC[C@H](CCNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,9.0,cyp_3a4,train,train
359,N[C@H]1CC[C@@H](CNc2cc(F)c(S(=O)(=O)Nc3nccs3)cc2Cl)CC1,20.0,cyp_3a4,train,test
360,CCN1CCC[C@H]1CNC(=O)c1cn(C2CCCC2)c(=O)c2c1c1ccccc1n2C,3.2,cyp_3a4,test,train
363,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,0.9,cyp_3a4,train,train
364,Cn1cnc(C(=O)N(Cc2cccc(OC(F)(F)F)c2)[C@@H]2C[C@@H]3CN(CCC(F)(F)F)C[C@@H]3C2)c1,8.7,cyp_3a4,train,train
365,Cc1nc2c(N[C@@H]3CCc4ccccc43)cc(-n3cncn3)cn2c1C,5.5,cyp_3a4,train,train
367,CNC(=O)NCC[C@]1(c2ccc(F)cc2)CCN([C@@H](C)c2ccc(-c3ccc(F)cc3F)cc2)C(=O)O1,1.0,cyp_3a4,test,train
371,CN1CCN(C(=O)[C@@H](COCc2ccncc2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)CC1,2.0,cyp_3a4,train,train
374,CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(C)ccc3ccccc23)c2ccccc2N(C(=O)CS(C)(=O)=O)[C@H]1C,32.0,cyp_3a4,train,train
375,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)c2cnccn2)c2ccccc2N(Cc2c(OC)ccc3cc(Br)ccc23)C1=O,1.6,cyp_3a4,train,train
384,c1ccc2cc([C@@]34CCC[C@@H]3CNC4)ccc2c1,10.7,cyp_3a4,train,train
387,Nc1c(C(=O)NCC(O)(CN(CCF)C(=O)c2c(F)cccc2F)C(F)(F)F)cnn1-c1ccc(F)cc1,0.5,cyp_3a4,train,test
388,COc1ccc2c(SCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,5.75,cyp_3a4,train,train
395,O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2c(/C=C/c3ccc(CN4CCOCC4)cc3)n[nH]c2c1,6.3,cyp_3a4,train,train
396,Cc1cc(N2CCNCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,3.0,cyp_3a4,test,test
397,CCOC(=O)N1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,1.0,cyp_3a4,test,train
402,CCN1CCN(CCCn2cc(-c3ccc4c(c3)ncn4-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)cn2)CC1,1.0,cyp_3a4,train,train
406,CC[C@@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0.004,cyp_3a4,test,train
407,COc1ccc(COc2cnn(CC(=O)c3ccc(CN(C)C)cc3C)c(=O)c2)nc1,18.0,cyp_3a4,train,train
408,COc1ccc(C(=O)NC(C)Cc2ccccn2)cc1OC1CCN(C(C)C)CC1,28.2,cyp_3a4,train,train
409,O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)CC1=NCCN1,1.0,cyp_3a4,train,test
410,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3c(F)cc(F)cc3[nH]2)o1,1.0,cyp_3a4,train,test
411,CS(=O)(=O)N(Cc1cnc[nH]1)c1ccc(-c2nc3ccccc3s2)cc1,1.5,cyp_3a4,train,train
412,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OCC2CCCCC2)C(C)C)ccc1OC,3.4,cyp_3a4,test,train
418,CCOC(=O)N1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O,6.4,cyp_3a4,test,train
419,COCCN1Cc2nc(C)c(CN)c(-c3ccc(Cl)cc3Cl)c2C1=O,23.0,cyp_3a4,test,train
420,Cc1nc2c(c(-c3ccc(Cl)cc3Cl)c1CN)C(=O)N(c1ccn(C)n1)C2,11.0,cyp_3a4,train,test
425,O=C(OC1([C@H]2COC[C@@H](CC3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC2(CCN2)CC1,0.0113,cyp_3a4,train,test
427,CN(C[C@H]1Cc2c(cccc2N2CCN(Cc3ccccn3)CC2)CN1)[C@H]1CCCc2cccnc21,6.79,cyp_3a4,train,train
428,O=C(N[C@H](c1ccccn1)C1CCCC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1,0.82,cyp_3a4,train,test
429,O=C(N[C@@H](c1ccccn1)C1CC1)c1ccc2[nH]nc(-c3ccc(N4[C@H]5CC[C@H]4CC(O)C5)cc3)c2c1,1.35,cyp_3a4,test,train
431,C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,39.0,cyp_3a4,train,train
432,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N[C@H](CO)c1ccccc1,20.6,cyp_3a4,train,train
438,c1cnc2c(c1)CCC[C@@H]2N(CCCN1CCNCC1)Cc1nc2ccccc2[nH]1,12.7,cyp_3a4,train,test
440,CC(=O)NCCc1ccccc1-c1noc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,45.0,cyp_3a4,test,test
444,Clc1ccc([C@@]2(COCC3CC3)[C@@H]3CNC[C@@H]32)cc1Cl,4.0,cyp_3a4,test,train
