,index,Smiles_unify,value,property,scaffold_train_test_label,random_train_test_label
21,71,O[C@@H]1CC[C@H]1[C@H]1c2ccccc2-c2cncn21,1.4313637641589874,rat_mic_cl,train,train
22,88,COC1CCN(C(=O)c2cc3cc(OC4CCN(C(C)C)CC4)ccc3[nH]2)CC1,4.301029995663981,rat_mic_cl,train,test
23,89,CC(C)N1CCC(Oc2ccc3[nH]c(C(=O)N4CCC(O)C4)cc3c2)CC1,3.6989700043360183,rat_mic_cl,train,train
24,92,CCCNC(=O)C1(c2ccc(NC(=O)c3cccc(Cl)c3)cc2)CCC1,3.857332496431269,rat_mic_cl,train,train
25,95,Cn1ncc2cc(Nc3n[nH]c4cccnc34)ccc21,1.6031443726201824,rat_mic_cl,train,train
26,96,Cc1ccc2nc(N3CCCc4cc(F)ccc4C3)cc(NCCN)c2c1,1.5185139398778875,rat_mic_cl,train,test
27,97,Cc1ccc2nc(N3CCCc4ccc(F)cc4C3)cc(NCCN)c2c1,2.204119982655925,rat_mic_cl,train,train
28,101,Cc1cnc2c(c1)nnn2-c1ccc(C(=O)N(c2ncccc2Cl)[C@@H]2CCCNC2)cc1,1.2174839442139065,rat_mic_cl,train,train
29,104,CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1,1.4522465745204372,rat_mic_cl,train,test
30,125,CCCNc1nc(Nc2ccc3c(c2)NC(=O)COC3(C)C)nc2ccoc12,2.5720928903039053,rat_mic_cl,train,train
31,126,CC1(C)OCC(=O)Nc2cc(Nc3nc(NC4CC4)c4occc4n3)ccc21,2.3010299956639813,rat_mic_cl,train,train
32,127,COc1ccc(S(=O)(=O)N2C(=O)C(c3cc(OC)ccc3OC)(N3CCN(c4ccncc4)CC3)c3cc(C#N)ccc32)c(OC)c1,1.7634279935629371,rat_mic_cl,train,train
33,128,CCOc1ccc(OC)cc1C1(N2CCN(c3ccncc3)CC2)C(=O)N(S(=O)(=O)c2ccc(F)c3cccnc23)c2ccc(C#N)cc21,2.0755469613925306,rat_mic_cl,train,train
34,132,Cc1c(C(=O)N2CCc3cc4ccnc(N5CCN(C)CC5)c4cc32)cnn1-c1ccccc1,1.505149978319906,rat_mic_cl,train,train
35,138,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(=O)N(C)C,1.5440680443502757,rat_mic_cl,train,test
36,139,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N1CCOCC1,0.9542425094393248,rat_mic_cl,train,train
37,144,Cc1ccc(NC2CN(S(=O)(=O)c3cn(C)cn3)CC2c2ccccc2)cc1,3.367976164873463,rat_mic_cl,test,train
38,145,Cn1cc(S(=O)(=O)N2C[C@H](Nc3ccc(F)c(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3)C2)nn1,4.000723366143026,rat_mic_cl,train,train
39,146,Cn1cnc(S(=O)(=O)N2C[C@H](COc3cccc(OC(F)(F)F)c3)[C@@H](c3ccc(F)cc3)C2)c1,4.300305640172895,rat_mic_cl,train,train
40,152,COc1cccc2nccc(Nc3cc(-c4cc(Cl)ccc4F)ncc3C)c12,2.4800069429571505,rat_mic_cl,train,test
41,153,COC(=O)N(Cc1ccccc1F)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,1.7269715836828767,rat_mic_cl,train,train
42,154,COC(=O)N(Cc1ccc(F)cc1)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,1.6020599913279625,rat_mic_cl,train,test
43,157,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N(C)C,1.662757831681574,rat_mic_cl,train,train
44,158,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cscn4)c3)c12)C(N)=O,1.3424226808222062,rat_mic_cl,train,train
45,159,C[C@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12)C(=O)N(C)C,1.8864907251724816,rat_mic_cl,train,train
46,168,Cc1ccc2nc(N3CCCc4ccc(F)cc4C3)cc(NCCO)c2c1,1.9084850188786495,rat_mic_cl,train,train
47,170,C[C@@H](N[C@H]1CCN(c2ccc(-c3nn[nH]n3)cc2)C1)c1cccc2ccccc12,1.6232492903979006,rat_mic_cl,train,train
48,171,Cc1ccc(NC(=O)C2CCN(c3ncccc3Cl)CC2)cc1Cl,1.9084850188786495,rat_mic_cl,test,train
49,181,CC(C)N(CC(=O)Nc1cc(F)cc(F)c1)C(=O)c1ccc(-c2ccccn2)cc1,0.255272505103306,rat_mic_cl,train,test
50,182,O=C(CN(CC1CCC1)C(=O)c1ccc(-c2ccccn2)cc1)Nc1cc(F)cc(F)c1,0.6812412373755872,rat_mic_cl,test,train
51,183,COc1cc(N2CCN(C(=O)Cn3cnc4c(C(F)(F)F)cccc43)CC2)ccc1-c1cnc(C)o1,1.0791812460476249,rat_mic_cl,train,train
52,188,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,1.919078092376074,rat_mic_cl,train,train
53,189,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(C(N)=O)cc1,1.6127838567197357,rat_mic_cl,test,train
54,200,Cc1ncoc1-c1nnc(SCCCN2CC[C@]3(C[C@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,2.206825876031849,rat_mic_cl,train,train
55,201,C[C@@](CCN1Cc2cc(C#CC#C[C@@H]3C[C@@]3(F)CO)cn2C1=O)(C(=O)NO)S(C)(=O)=O,1.0791812460476249,rat_mic_cl,test,train
56,202,C[C@@H]1CCCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn21,1.9637878273455556,rat_mic_cl,train,train
57,203,CN(C)CCn1cc(-c2ccc3c(c2)C(=O)Nc2cccc(n2)-c2nncn2CCCCO3)cn1,2.0569048513364727,rat_mic_cl,train,test
58,212,Oc1cccc(C2=C(Cl)c3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC(CF)C3)cc2)c1,1.6532125137753435,rat_mic_cl,train,train
59,214,CC1=C(c2ccc(N)nc2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)cc21,1.662757831681574,rat_mic_cl,train,train
60,215,CC1=C(C2CCC(F)(F)CC2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)cc21,1.5314789170422551,rat_mic_cl,train,train
61,221,N[C@H]1CCCN(c2ccccc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,1.7993405494535817,rat_mic_cl,train,train
62,232,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2ccc([C@H]3CC[C@H](c4ccc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c5c4)N3c3ccc(N4CCCCC4)c(F)c3)cc2[nH]1)C(C)C,2.208629438315688,rat_mic_cl,train,train
63,237,N[C@H]1CCCN(c2sncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1,2.2227164711475837,rat_mic_cl,train,test
64,245,Cc1cccc(C(=O)CNc2nc(-c3ccncc3)cc(=O)n2C)c1,2.418301291319745,rat_mic_cl,test,test
65,248,O=C(CN1C[C@H](NC(=O)c2ccc(Cl)s2)[C@@H](F)C1)Nc1ccc(-n2ccccc2=O)cc1F,1.8188854145940097,rat_mic_cl,train,train
66,259,Cc1cc(C)c(-c2ccc(N)cn2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.505149978319906,rat_mic_cl,train,train
67,261,CCNc1nc(Nc2ccc3c(c2)NC(=O)COC3(C)C)nc2ccoc12,2.502877569254077,rat_mic_cl,train,train
68,262,COC(=O)N[C@@H]1CC(C)(C)c2ccc(Nc3nc(NC4CC4)c4occc4n3)cc2NC1=O,2.259283216189964,rat_mic_cl,train,train
69,266,CC/C(=C\c1ccccc1)[C@@H]1C[C@H]1NC1CC2(C1)CN(S(C)(=O)=O)C2,1.9030899869919435,rat_mic_cl,train,test
70,275,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)Cc1ccccc1,2.011993114659257,rat_mic_cl,train,train
71,277,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.1760912590556812,rat_mic_cl,train,train
72,278,CC(=O)N1CCc2c(c(-c3cccc4cc(-c5cnn(C)c5C#N)ncc34)nn2C2CCOCC2)C1,1.3010299956639813,rat_mic_cl,train,train
73,285,COc1ncccc1C1(N2CCN(c3cccnc3)CC2)C(=O)N(S(=O)(=O)c2cccc3cccnc23)c2ccc(Cl)cc21,2.1931245983544616,rat_mic_cl,train,train
74,288,O=C(CSc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21)NCCO,3.398460849608224,rat_mic_cl,test,train
75,295,CNc1ncc2ccc(Oc3cc(C(=O)c4c(-c5ccccc5)n(C)n(-c5ccccc5)c4=O)ccc3Cl)cc2n1,2.2227164711475837,rat_mic_cl,train,train
76,297,CCP(=O)(OC)c1ccc2oc(-c3cccc(F)c3)nc2c1,2.2648178230095364,rat_mic_cl,train,train
77,298,CCP(=O)(OC)c1ccc2oc(-c3cccc(C(F)(F)F)c3)nc2c1,0.8463371121298052,rat_mic_cl,train,train
78,300,O=C1CCc2ccc(Nc3nc(NCC(F)(F)F)c4occc4n3)cc2N1,2.562292864456474,rat_mic_cl,train,train
79,301,COC(=O)N[C@H]1CC(C)(C)c2ccc(Nc3nc(NC4CC4)c4occc4n3)cc2NC1=O,2.520706190772792,rat_mic_cl,train,train
80,306,CC1C(=O)NN=C2COc3cc(C(F)(F)F)c(CC4CNC4)cc3N21,1.9120625555885025,rat_mic_cl,train,train
81,313,Cc1c2cc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)ccc2nn1C,1.4471580313422192,rat_mic_cl,train,train
82,323,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2ccc([C@H]3CC[C@H](c4ccc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]c5c4)N3c3cc(Cl)c(N4CCCCC4)c(Cl)c3)cc2[nH]1)C(C)C,1.6989700043360187,rat_mic_cl,train,train
83,327,Cc1cc(C)c2cc(C(=O)NC3CN(c4ccnc(F)c4F)C3)ccc2n1,2.3654879848909,rat_mic_cl,train,train
84,328,CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3S(C)(=O)=O)CC1,4.0,rat_mic_cl,train,test
85,329,O=C(NCc1cccc(Cl)c1)c1ccc2c(c1)N=C(c1ccc(F)cc1)c1ccccc1S2,2.103803720955957,rat_mic_cl,train,test
86,330,CC(C)CNC(=O)c1ccc2c(c1)N=C(c1cccc(Cl)c1)c1ccccc1S2,1.7853298350107671,rat_mic_cl,train,train
87,333,CC(C)N1CCC(Oc2ccc3cc(C(=O)N4CCOCC4)[nH]c3c2)CC1,3.903089986991944,rat_mic_cl,train,train
88,334,CC(C)N1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3C(C)C)CC1,4.079181246047625,rat_mic_cl,train,train
89,336,COc1cc(N2CCN(C(=O)N[C@@H](C)c3cccc4ccccc34)CC2)ccc1-n1cnc(C)n1,2.041392685158225,rat_mic_cl,train,train
90,341,C[C@H]1C(=O)NN=C2COc3cc(C(F)(F)F)c(NC4CNC4)cc3N21,2.073094864515746,rat_mic_cl,train,train
91,346,O=C(NCc1cccc(-c2ccc(CS(=O)(=O)Cc3n[nH]c(=O)[nH]3)cc2)c1)c1nc2ccccc2c(=O)[nH]1,1.1139433523068367,rat_mic_cl,train,train
92,351,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(C(N)=O)nc1,1.462397997898956,rat_mic_cl,train,test
93,352,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1C1=CCC(=O)N=C1,1.146128035678238,rat_mic_cl,train,test
94,353,Cc1ncoc1-c1nnc(SCCCN2CC[C@@]3(C[C@H]3c3ccc(C(F)(F)F)cc3F)C2)n1C,1.7708520116421442,rat_mic_cl,test,train
95,354,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3F)C2)nnc1-c1cccnc1,2.459392487759231,rat_mic_cl,train,train
96,355,Cc1ncccc1-c1nnc(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)n1C,2.012837224705172,rat_mic_cl,train,train
97,356,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cccnc1C(F)(F)F,2.0569048513364727,rat_mic_cl,train,train
98,357,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(=O)n(C)c1,1.2041199826559248,rat_mic_cl,train,train
99,358,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccc(-c2ncco2)cc1,2.4409090820652177,rat_mic_cl,train,train
100,359,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(F)cc3F)C2)nnc1-c1cccnc1,2.403120521175818,rat_mic_cl,train,train
101,363,C=CC(=O)N(C)C/C=C/c1c(N)ncnc1-c1cc(F)cc(NC(=O)c2ccc(C3CC3)cc2)c1C,2.9656719712201065,rat_mic_cl,train,train
102,369,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,2.1146745100838515,rat_mic_cl,train,train
103,371,O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCCOc2cccc3[nH]ccc23)CC1,0.9822712330395684,rat_mic_cl,test,train
104,372,N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]ccc34)cc21,2.0,rat_mic_cl,train,train
105,373,CC/C(=C\c1ccccc1)[C@@H]1C[C@H]1NC1CCN(CCO)CC1,1.4313637641589874,rat_mic_cl,test,test
106,375,CC/C(=C\c1ccccc1)[C@@H]1C[C@H]1NC1CC2(CCN(CCO)CC2)C1,1.2787536009528289,rat_mic_cl,train,train
107,385,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCN(C(=O)c2cnc(N3CCN(CCCOc4cc5ncnc(Nc6n[nH]c(C)c6C)c5cc4S(=O)(=O)C(C)(C)C)CC3)nc2)CC1,-0.1079053973095195,rat_mic_cl,train,train
108,386,C[C@H](O)CNC(=O)c1ncc(S(=O)(=O)c2ccc(OC(F)(F)F)cc2)cc1N,1.619823500457278,rat_mic_cl,train,train
109,391,Cc1cc(F)cc(C)c1Oc1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NC(C)(C)C)cc12,3.161368002234975,rat_mic_cl,train,train
110,392,CCNC(=O)c1cc2c(-c3cc(C4(O)CCC4)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,3.8016321176570633,rat_mic_cl,train,train
111,397,CC1(C)Cc2nc(N3CCOc4ccc(-c5ccccc5)cc43)sc2C(=O)N1,1.591064607026499,rat_mic_cl,train,test
112,399,COc1ccc2c(c1)NC(=O)CN2c1nc(Cl)nc2cccnc12,1.88309335857569,rat_mic_cl,train,train
113,400,COc1ccc2c(c1)NC(=O)CN2c1nc(C)nc2c1CCC2,1.9390197764486663,rat_mic_cl,test,train
114,408,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,2.574725583594073,rat_mic_cl,train,train
115,409,COCCOc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCS(=O)(=O)CC3)sc2c1,1.3404441148401185,rat_mic_cl,train,train
116,410,COCCOc1ccc2nc(C3(NC(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCOCC3)sc2c1,1.6954816764901974,rat_mic_cl,test,train
117,416,O=C(c1cccc(-n2ccnn2)c1)N1CCC(F)(F)[C@@H](Oc2ccc3ccccc3n2)C1,3.0802656273398448,rat_mic_cl,train,train
118,422,CCCCCCN1CCNC(=O)[C@H](CO[C@H]2C[C@H](N)C2)NC(=O)[C@H](CN)NC(=O)[C@H](C2CCCCC2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]1C,1.414973347970818,rat_mic_cl,train,train
119,431,O=C(CN(C(=O)c1ccc(-c2ccccn2)cc1)C1CCCCC1)Nc1cc(F)cc(F)c1,1.187520720836463,rat_mic_cl,train,test
120,434,CC1=C(c2ccc(F)cc2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2cc(Cl)c(O)cc21,1.146128035678238,rat_mic_cl,train,train
121,435,CC1=C(c2cccc(O)c2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2c(O)cccc21,1.6334684555795864,rat_mic_cl,train,train
122,437,C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCCC3)C[C@H]21,2.155336037465062,rat_mic_cl,train,train
123,439,COc1ccncc1-c1nc2c(n1C(C)C)[C@H](c1ccc(Cl)cc1C)N(c1cc(Cl)ccc1C)C2=O,5.068185861746161,rat_mic_cl,train,train
124,442,COc1nc(N[C@@H](C)c2cc3cc(Cl)ccc3[nH]c2=O)ncc1C#N,3.845098040014257,rat_mic_cl,train,train
125,446,C[C@@H]1CCC[C@@](O)(CNC(=O)c2c(Cl)ccc3nc(N4CCC(N(C)C)C4)ccc23)C1,1.505149978319906,rat_mic_cl,train,train
126,451,O=C(CN(C(=O)c1ccc(-n2ccnc2)cc1)C1CCCCC1)Nc1cc(F)cc(F)c1,0.0791812460476248,rat_mic_cl,test,train
127,460,C[C@@H]1CCN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@H]1N,2.3404441148401185,rat_mic_cl,train,test
128,461,C[C@@H]1CCn2cnnc2-c2cccc(n2)NC(=O)c2ccccc2OC1,1.8195439355418688,rat_mic_cl,train,train
129,464,COc1cc(N2CCN(C(=O)Cn3ncc4ccccc43)CC2)ccc1-c1cnc(C)o1,1.8864907251724816,rat_mic_cl,train,train
130,465,COc1cc(N2CCN(C(=O)Cn3ccc4ccccc43)CC2)ccc1-c1cnc(C)o1,2.146128035678238,rat_mic_cl,test,train
131,466,COc1cc(N2CCN(C(=O)N[C@@H](C)c3cccc4ccccc34)CC2)ccc1-c1cnc(C)o1,2.113943352306837,rat_mic_cl,train,train
132,468,CNc1ncc2ccc(Oc3c(C)ccc(C(=O)c4c(-c5ccccc5)n(C)n(-c5ccccc5)c4=O)c3N)cc2n1,1.462397997898956,rat_mic_cl,train,test
133,473,CC(=O)N1CCCC1(Cc1ccc(S(C)(=O)=O)cc1)C(=O)OCc1ccccc1,1.2041199826559248,rat_mic_cl,train,train
134,479,N#Cc1ccc(CC(=O)c2nn3c(c2Cl)CCCC3)nc1,2.812244696800369,rat_mic_cl,train,train
135,480,N#Cc1ccc(CC(=O)c2cc3n(n2)CCCC3)nc1,2.03342375548695,rat_mic_cl,train,test
136,481,c1ccc(-c2cc3n(n2)CCCC3)nc1,2.071882007306125,rat_mic_cl,train,train
137,482,C[C@@H](N[C@H]1CCN(c2cccc(C(F)(F)F)c2)C1)c1cccc2ccccc12,2.568201724066995,rat_mic_cl,train,train
138,484,CC(=O)N1CCCC1(Cc1ccc(C#N)cc1)C(=O)OCc1ccccc1,2.089905111439398,rat_mic_cl,train,train
139,485,CC(=O)N1CCCC1(Cc1cccc(S(C)(=O)=O)c1)C(=O)OCc1ccccc1,2.0293837776852097,rat_mic_cl,train,train
140,487,Cn1cc(CC[C@H](CO)n2cnc(C(N)=O)c2)c2cc(OCCCc3ccc(Cl)cc3)ccc21,2.808210972924222,rat_mic_cl,test,test
141,495,COc1ccc(S(=O)(=O)N2C(=O)C(c3cccnc3OC)(N3CCN(c4cccnc4)C(=O)C3)c3cc(Cl)ccc32)c(OC)c1,2.463892988985908,rat_mic_cl,train,train
142,496,COc1ccc(S(=O)(=O)N2C(=O)C(c3ccccc3OC)(N3CCN(c4cccnc4)CC3)c3cc(Cl)ccc32)c(OC)c1,2.5415792439465807,rat_mic_cl,train,test
143,497,CCOc1ccc(OC)cc1C1(N2CCN(c3ccncc3)CC2)C(=O)N(S(=O)(=O)c2ccc(OC)cc2OC)c2ccc(C#N)cc21,1.6127838567197357,rat_mic_cl,train,train
144,498,CCOc1nc(Cl)ccc1C1(N2CCN(c3ccnc(C)c3)CC2)C(=O)N(S(=O)(=O)c2ccc(OC)cn2)c2ccc(C#N)cc21,1.3424226808222062,rat_mic_cl,train,train
145,503,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)F)cc2)n1,1.7708520116421442,rat_mic_cl,train,train
146,509,COc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,0.724275869600789,rat_mic_cl,test,test
147,510,N#Cc1ccc2ncc(-c3cccc(NC4CCNCC4)n3)n2c1,1.6009728956867482,rat_mic_cl,test,train
148,515,COc1ccc(S(=O)(=O)N2C(=O)C(c3cccnc3OC)(N3CCN(c4cccnc4)CC3)c3cc(Cl)ccc32)c(OC)c1,1.9242792860618816,rat_mic_cl,train,train
149,521,COc1ccc2c(c1)c(-c1[nH]c(NC(C)=O)nc1C)cn2S(=O)(=O)c1cccc(F)c1,1.7283537820212285,rat_mic_cl,train,train
150,527,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3Oc3c(C)cccc3Br)cn(C)c(=O)c2[nH]1,3.130333768495006,rat_mic_cl,train,train
151,528,CCNC(=O)c1cc2c(-c3ccccc3Cc3c(C)cccc3C)cn(C)c(=O)c2[nH]1,4.335792168737724,rat_mic_cl,train,test
152,529,CCNC(=O)c1cc2c(-c3cc(S(=O)(=O)CC)ccc3-c3ccccc3C)cn(C)c(=O)c2[nH]1,2.544068044350276,rat_mic_cl,train,train
153,542,CC(C)(c1cc([C@]23CCOC[C@H]2C3)nc(-c2ccc(NC(=S)NCCO)cc2)n1)S(C)(=O)=O,0.146128035678238,rat_mic_cl,train,train
154,543,N[C@@H](CC(=O)NC1(c2nc3ccccc3s2)CCS(=O)(=O)CC1)Cc1ccccc1F,1.8656960599160703,rat_mic_cl,train,train
155,549,COc1nn(-c2ccncc2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,2.0791812460476247,rat_mic_cl,train,train
156,550,COc1nn(-c2cncnc2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,1.3424226808222062,rat_mic_cl,test,train
157,551,NC(=O)[C@@H]1CC[C@H](c2ccc(Oc3ccccc3)cc2)N1,0.2787536009528289,rat_mic_cl,test,train
158,552,NC(=O)[C@@H]1CC[C@H](c2ccc(Oc3ccc(F)cc3)cc2)N1,0.3010299956639812,rat_mic_cl,test,train
159,554,Cc1cc(C)c(-c2nc3ccccc3[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,1.3222192947339193,rat_mic_cl,train,train
160,556,CC1(C)CC(=O)c2sc(N3CCOc4ccccc43)nc2C1,2.342422680822206,rat_mic_cl,train,train
161,572,C[C@H]([C@H](O)C1CCCCC1)[C@H]1c2ccccc2-c2cncn21,1.6232492903979006,rat_mic_cl,train,train
162,573,CS(=O)(=O)c1ccc2c(c1)[C@@H](O)[C@H]([C@H]1c3ccccc3-c3cncn31)CC2,1.5185139398778875,rat_mic_cl,train,train
163,587,CC1=C(c2ccc(F)cc2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)cc21,1.4471580313422192,rat_mic_cl,train,test
164,588,CC1=C(c2ccc(F)cc2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2cc(F)c(O)cc21,1.3010299956639813,rat_mic_cl,train,train
165,611,N[C@@H](CC(=O)NC1(c2nc3ccccc3s2)CCS(=O)(=O)CC1)Cc1cc(F)c(F)cc1F,1.808885867359812,rat_mic_cl,train,train
