,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Document ChEMBL ID,Source Description,Document Journal,Document Year
10,CHEMBL4460028,CC1(C)CCN1Cc1cccc(F)c1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)c(F)c1,PPB,'=',79.0,%,CHEMBL4415878,Protein binding in CD-1 mouse plasma at 2 uM after 4 hrs by LC-MS/MS-based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4414586,Scientific Literature,J Med Chem,2019.0
11,CHEMBL4203293,COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc(OCCO)c1,PPB,'=',99.0,%,CHEMBL4200986,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4196174,Scientific Literature,J Med Chem,2018.0
12,CHEMBL4205782,CS(=O)(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C3CC34CCC(F)(F)CC4)CC2)cc1,PPB,'=',97.6,%,CHEMBL4195609,Protein binding in mouse plasma after 6 hrs by LC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4190400,Scientific Literature,J Med Chem,2018.0
13,CHEMBL597754,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,PPB,'=',69.0,%,CHEMBL1072244,Protein binding in plasma,A,BAO_0000366,cell-free format,CHEMBL1157561,Scientific Literature,J Med Chem,2010.0
14,CHEMBL51391,O=C(O)C[C@H](NC(=O)Cn1c(C2CC2)cnc(NCc2ccc3c(n2)NCCC3)c1=O)c1ccc2c(c1)OCO2,PPB,'=',97.5,%,CHEMBL619354,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL1136398,Scientific Literature,Bioorg Med Chem Lett,2003.0
15,CHEMBL4527187,CN1CCN(Nc2ncc(Nc3ccc4c(Nc5cnccn5)ccnc4c3)cn2)CC1,PPB,'=',51.0,%,CHEMBL4373163,Protein binding in human plasma after 18 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4371073,Scientific Literature,J Med Chem,2019.0
16,CHEMBL4541964,O=C(O)Cc1ccc(Cc2cc(-c3cccc(Cl)c3)nc(C(F)(F)F)c2)cc1,PPB,'=',99.5,%,CHEMBL4397218,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4396869,Scientific Literature,J Med Chem,2019.0
17,CHEMBL4462616,CCNC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H]1CSCCCC(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1,PPB,'=',91.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0
18,CHEMBL4445168,CCCNC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSCCCC(=O)N[C@@H](Cc2ccc(Cl)cc2)C(=O)N[C@@H](Cc2cccs2)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)N1,PPB,'=',84.0,%,CHEMBL4397510,Protein binding in rat plasma at 200 to 1000 ng/ml measured after 15 mins by UC-LC/MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4396873,Scientific Literature,J Med Chem,2019.0
19,CHEMBL4175320,N#Cc1cc(F)cc(Oc2ccc3c(c2C(F)F)[C@@H](O)C(F)(F)S3(=O)=O)c1,PPB,'=',63.0,%,CHEMBL4158411,Protein binding in human plasma at 10 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4152377,Scientific Literature,J Med Chem,2018.0
20,CHEMBL4171216,c1cnc(Nc2ncnc3ccc(-c4ccnc(N5CCOCC5)n4)cc23)nc1,PPB,'=',88.0,%,CHEMBL4140735,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4138135,Scientific Literature,Eur J Med Chem,2017.0
21,CHEMBL4175127,c1cc(-c2ccc3ncnc(Nc4ccncn4)c3c2)cc(N2CCOCC2)c1,PPB,'=',97.7,%,CHEMBL4140735,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4138135,Scientific Literature,Eur J Med Chem,2017.0
22,CHEMBL229212,CC(C)CCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,PPB,'=',78.0,%,CHEMBL2321449,Protein binding in plasma (unknown origin),A,BAO_0000366,cell-free format,CHEMBL2311383,Scientific Literature,J Med Chem,2013.0
23,CHEMBL3827379,C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,PPB,'=',89.4,%,CHEMBL4157407,Protein binding in mouse serum at 53 nM after 1 hr by ultracentrifugation assay,A,BAO_0000366,cell-free format,CHEMBL4152347,Scientific Literature,J Med Chem,2018.0
24,CHEMBL3827379,C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,PPB,'=',84.6,%,CHEMBL4157409,Protein binding in dog serum at 53 nM after 1 hr by ultracentrifugation assay,A,BAO_0000366,cell-free format,CHEMBL4152347,Scientific Literature,J Med Chem,2018.0
25,CHEMBL3827379,C=C(C)[C@@H]1CC[C@]2(NCCN3CCS(=O)(=O)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,PPB,'=',86.1,%,CHEMBL4157411,Protein binding in human serum at 53 nM after 1 hr by ultracentrifugation assay,A,BAO_0000366,cell-free format,CHEMBL4152347,Scientific Literature,J Med Chem,2018.0
26,CHEMBL4175320,N#Cc1cc(F)cc(Oc2ccc3c(c2C(F)F)[C@@H](O)C(F)(F)S3(=O)=O)c1,PPB,'=',89.0,%,CHEMBL4158379,Protein binding in mouse plasma at 10 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4152377,Scientific Literature,J Med Chem,2018.0
27,CHEMBL4637658,O=C(Nc1cccc(Cl)c1)C1CCN(C(=O)c2ccc3ccccc3c2)CC1,PPB,'=',77.1,%,CHEMBL4615472,Protein binding in rat plasma at 20 to 500 ng/mL by ultracentrifugation assay,A,BAO_0000366,cell-free format,CHEMBL4613273,Scientific Literature,J Med Chem,2020.0
28,CHEMBL4439547,c1ccc(Nc2nccc(-c3cnn4ccccc34)n2)cc1,PPB,'=',99.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0
29,CHEMBL4540415,c1ccc(-c2cnn3ncccc23)cc1,PPB,'=',91.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0
30,CHEMBL4474825,N#Cc1cccc(Nc2nccc(-c3c(-c4ccc(C(F)(F)F)cc4)nn4ncccc34)n2)c1,PPB,'=',97.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0
31,CHEMBL4439027,N#Cc1cccc(Nc2nccc(-c3c(CO)nn4ncccc34)n2)c1,PPB,'=',93.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0
32,CHEMBL4573796,O[C@H]1CC[C@H](Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)CC1,PPB,'=',88.0,%,CHEMBL4325182,Protein binding in human plasma after 18 hrs by LC/MS/MS based rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4321871,Scientific Literature,J Med Chem,2020.0
33,CHEMBL4227403,CCOc1cc([C@H](c2cc3cc(Br)ccc3cc2OC)[C@@](O)(CCN(C)C)c2cccc3ccoc23)cc(OC)n1,PPB,'=',100.0,%,CHEMBL4221363,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4219096,Scientific Literature,Bioorg Med Chem,2018.0
34,CHEMBL4226379,CC1(C)Cc2c(c(C(=O)Nc3cc(C(F)F)ccc3F)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,PPB,'=',99.82,%,CHEMBL4221868,Protein binding in human plasma at 10 uM after 5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4219124,Scientific Literature,Bioorg Med Chem Lett,2018.0
35,CHEMBL4225710,Cn1c(Nc2c(F)cccc2Cl)nc2cc(C(=O)Nc3ccc(C(F)(F)F)cn3)c3c(c21)CC(C)(C)O3,PPB,'=',99.65,%,CHEMBL4221869,Protein binding in guinea pig plasma at 10 uM after 5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4219124,Scientific Literature,Bioorg Med Chem Lett,2018.0
36,CHEMBL4227082,Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(Cc3ccccn3)ns2)n1,PPB,'=',99.1,%,CHEMBL4222474,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4219148,Scientific Literature,Bioorg Med Chem Lett,2018.0
37,CHEMBL4279238,CS(=O)(=O)Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12,PPB,'=',99.8,%,CHEMBL4256608,Protein binding in human plasma at 5 uM after 4 hrs by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4251746,Scientific Literature,J Med Chem,2018.0
38,CHEMBL4290579,O=S(=O)(Nc1nnc2cc(OCC34CC5CC(CC(C5)C3)C4)c(C3CC3)cn12)C1CC1,PPB,'=',99.9,%,CHEMBL4256610,Protein binding in Sprague-Dawley rat plasma at 5 uM after 4 hrs by equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4251746,Scientific Literature,J Med Chem,2018.0
39,CHEMBL4281310,Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CCC(N(C)C(=O)N[C@@H](C)c3ccc(C#CC4CC4)c(Cl)c3Cl)CC2)ncn1,PPB,'=',99.98,%,CHEMBL4260375,Protein binding in mouse plasma at 1 uM after 6 hrs by equilibrium dialysis,A,BAO_0000366,cell-free format,CHEMBL4257564,Scientific Literature,J Med Chem,2018.0
40,CHEMBL2152561,O=C(O)c1cccc(-c2cccc(CCS)c2C(=O)O)c1,PPB,'=',89.9,%,CHEMBL3539098,Protein binding in cynomolgus monkey serum at 10 uM after 1 hr by LC-MS/MS analysis,A,BAO_0000019,assay format,CHEMBL3526151,Scientific Literature,Drug Metab Dispos,2012.0
41,CHEMBL3715238,Nc1ncc(-c2cc([C@H]3[C@@H]4CN(C5COC5)C[C@@H]43)n(CC3CC3)n2)cc1C(F)(F)F,PPB,'=',91.8,%,CHEMBL4119899,Protein binding in C57BL/6 mouse plasma,A,BAO_0000366,cell-free format,CHEMBL4118097,Scientific Literature,J Med Chem,2017.0
42,CHEMBL4166594,CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(OC3CCOCC3)c2n1,PPB,'=',91.58,%,CHEMBL4150476,Protein binding in ICR mouse plasma at 2 uM after 6 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4145625,Scientific Literature,J Med Chem,2018.0
43,CHEMBL4172551,COc1c(Nc2ccc(S(C)(=O)=O)cc2F)ncnc1OC1C[C@@H]2COC[C@@H](C1)N2C(=O)OC1(C)CC1,PPB,'=',91.9,%,CHEMBL4149818,Protein binding in mouse plasma at 10 uM,A,BAO_0000366,cell-free format,CHEMBL4145595,Scientific Literature,ACS Med Chem Lett,2018.0
44,CHEMBL4250329,Nc1nc(Nc2ccc(F)cc2)nc(Oc2ccc(F)cc2)n1,PPB,'=',97.7,%,CHEMBL4231917,Protein binding in mouse plasma at 10 uM after 6 hrs by equilibrium dialysis and LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4229376,Scientific Literature,Eur J Med Chem,2018.0
45,CHEMBL3719135,CC(C)n1nc(-c2cnc(N)c(OC(F)(F)F)c2)cc1[C@H]1[C@@H]2CN(C3COC3)C[C@@H]21,PPB,'=',86.8,%,CHEMBL4119914,"Protein binding in plasma of PS2APP mouse model at 15 to 50 mg/kg, po administered as single dose after 6 hrs",A,BAO_0000218,organism-based format,CHEMBL4118097,Scientific Literature,J Med Chem,2017.0
46,CHEMBL4250329,Nc1nc(Nc2ccc(F)cc2)nc(Oc2ccc(F)cc2)n1,PPB,'=',96.0,%,CHEMBL4231870,Protein binding in mouse plasma at 2 uM after 6 hrs by equilibrium dialysis and LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4229376,Scientific Literature,Eur J Med Chem,2018.0
47,CHEMBL4250329,Nc1nc(Nc2ccc(F)cc2)nc(Oc2ccc(F)cc2)n1,PPB,'=',49.0,%,CHEMBL4231872,Protein binding in 10% FBS in Trypanosoma brucei culture medium at 2 uM after 6 hrs by equilibrium dialysis and LC-MS analysis,A,BAO_0000366,cell-free format,CHEMBL4229376,Scientific Literature,Eur J Med Chem,2018.0
48,CHEMBL3408074,Fc1ccc(Oc2ccc(-c3noc(-c4ccc5[nH]ccc5c4)n3)cc2)cc1,PPB,'=',98.8,%,CHEMBL4345091,Plasma protein binding in human at 5 mM incubated for 2 hrs by UPLC analysis,A,BAO_0000366,cell-free format,CHEMBL4342484,Scientific Literature,ACS Med Chem Lett,2020.0
49,CHEMBL4173075,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,PPB,'=',82.0,%,CHEMBL4312535,Protein binding in human plasma at 10 uM measured after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4311943,Scientific Literature,J Med Chem,2019.0
50,CHEMBL185693,CN1CCN=C1c1ccc(CCNC(=O)C[C@@H]2C(=O)Nc3ccc(Cl)cc3N2S(=O)(=O)c2ccc3ccccc3c2)cc1,PPB,'=',91.7,%,CHEMBL829768,Binding affinity to human plasma protein,B,BAO_0000366,cell-free format,CHEMBL1138721,Scientific Literature,Bioorg Med Chem Lett,2004.0
51,CHEMBL4537300,Cc1cc2c(Nc3cnccn3)ccnc2cc1-c1cnc(N2CCCNCC2)nc1,PPB,'=',70.0,%,CHEMBL4344877,Protein binding in human plasma at 1 uM by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4342475,Scientific Literature,ACS Med Chem Lett,2020.0
52,CHEMBL415956,O=C(O)C[C@H](NC(=O)Cn1c(C2CC2)ccc(NCc2ccc3c(n2)NCCC3)c1=O)c1cccc(F)c1,PPB,'=',99.4,%,CHEMBL619354,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL1136398,Scientific Literature,Bioorg Med Chem Lett,2003.0
53,CHEMBL4638390,Cc1c(N2CC[C@@H]([C@H](C)N)C2)c(F)cc2c(CN)cc(=O)n(C3CC3)c12,PPB,'=',17.0,%,CHEMBL4619542,Protein binding in pooled human plasma at 10 uM incubated for 4 hrs under shaking condition by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4616724,Scientific Literature,J Med Chem,2020.0
54,CHEMBL184155,O=C(Nc1cccc(Cl)c1)c1ccc([N+](=O)[O-])o1,PPB,'=',68.45,%,CHEMBL839457,The protein binding is expressed as percent bound as determined by VolSurf,A,BAO_0000019,assay format,CHEMBL1138787,Scientific Literature,J Med Chem,2004.0
55,CHEMBL4215754,COCCOc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5nccs5)nc43)CC2)cc1F,PPB,'=',85.0,%,CHEMBL4193753,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4190330,Scientific Literature,ACS Med Chem Lett,2017.0
56,CHEMBL369307,COC(=O)c1ccccc1C1=CCC(CNc2nccc(C)c2NC(=O)CC#N)CC1,PPB,'=',99.0,%,CHEMBL839458,Protein binding using 10% human serum,A,BAO_0000019,assay format,CHEMBL1142801,Scientific Literature,Bioorg Med Chem Lett,2005.0
57,CHEMBL4203293,COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc(OCCO)c1,PPB,'=',99.2,%,CHEMBL4200987,Protein binding in rat plasma,A,BAO_0000366,cell-free format,CHEMBL4196174,Scientific Literature,J Med Chem,2018.0
58,CHEMBL3104375,FC(F)(F)c1ccc(N(c2cccnc2)C2CCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,PPB,'=',99.6,%,CHEMBL3137526,DNDI: Protein binding 10% serum RPMI,A,BAO_0000019,assay format,CHEMBL3137440,Drugs for Neglected Diseases Initiative (DNDi),,
59,CHEMBL3947537,Cc1cc([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3[C@H](C)F)n2)ncc1-c1ccnc(C(F)(F)F)c1,PPB,'=',95.0,%,CHEMBL4135767,Protein binding in rat brain homogenate at 5 uM after 4 hrs by LC-MS/MS based equilibrium dialysis method,A,BAO_0000221,tissue-based format,CHEMBL4130531,Scientific Literature,ACS Med Chem Lett,2017.0
60,CHEMBL3947537,Cc1cc([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3[C@H](C)F)n2)ncc1-c1ccnc(C(F)(F)F)c1,PPB,'=',83.0,%,CHEMBL4135766,Protein binding in human plasma at 5 uM after 4 hrs by LC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4130531,Scientific Literature,ACS Med Chem Lett,2017.0
61,CHEMBL3947537,Cc1cc([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3[C@H](C)F)n2)ncc1-c1ccnc(C(F)(F)F)c1,PPB,'=',89.0,%,CHEMBL4135765,Protein binding in dog plasma at 5 uM after 4 hrs by LC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4130531,Scientific Literature,ACS Med Chem Lett,2017.0
62,CHEMBL3947537,Cc1cc([C@H](C)Nc2nccc(N3C(=O)OC[C@@H]3[C@H](C)F)n2)ncc1-c1ccnc(C(F)(F)F)c1,PPB,'=',88.0,%,CHEMBL4135763,Protein binding in mouse plasma at 5 uM after 4 hrs by LC-MS/MS based equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4130531,Scientific Literature,ACS Med Chem Lett,2017.0
63,CHEMBL218974,C[C@]1(COc2ccc(OC(F)(F)F)cc2)Cn2cc([N+](=O)[O-])nc2O1,PPB,'=',92.4,%,CHEMBL4023876,Protein binding in hamster plasma at 2 uM after 4 to 6 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4020832,Scientific Literature,J Med Chem,2018.0
64,CHEMBL4226545,Cc1cccc(Cl)c1Nc1nc2cc(C(=O)Nc3cc(C(F)(F)F)ccc3F)c3c(c2[nH]1)CC(C)(C)O3,PPB,'=',99.97,%,CHEMBL4221868,Protein binding in human plasma at 10 uM after 5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4219124,Scientific Literature,Bioorg Med Chem Lett,2018.0
65,CHEMBL4226379,CC1(C)Cc2c(c(C(=O)Nc3cc(C(F)F)ccc3F)cc3nc(Nc4c(F)cccc4Cl)[nH]c23)O1,PPB,'=',99.5,%,CHEMBL4221869,Protein binding in guinea pig plasma at 10 uM after 5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4219124,Scientific Literature,Bioorg Med Chem Lett,2018.0
66,CHEMBL4226413,Cc1cccc(Cl)c1Nc1nc2cc(C(=O)Nc3cc(C(F)F)ccc3F)c3c(c2[nH]1)CC(C)(C)O3,PPB,'=',98.42,%,CHEMBL4221869,Protein binding in guinea pig plasma at 10 uM after 5 hrs by equilibrium dialysis based LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4219124,Scientific Literature,Bioorg Med Chem Lett,2018.0
67,CHEMBL4293578,CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2cccc(C#N)c2)CC12CC2,PPB,'=',87.4,%,CHEMBL4258475,Protein binding in human plasma at 10 uM after 4 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4257478,Scientific Literature,Medchemcomm,2018.0
68,CHEMBL4293578,CN(c1ncnc2[nH]ccc12)[C@H]1CN(S(=O)(=O)c2cccc(C#N)c2)CC12CC2,PPB,'=',85.8,%,CHEMBL4258476,Protein binding in rat plasma at 10 uM after 4 hrs by rapid equilibrium dialysis method,A,BAO_0000366,cell-free format,CHEMBL4257478,Scientific Literature,Medchemcomm,2018.0
69,CHEMBL158,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,PPB,'=',34.0,%,CHEMBL4187530,Protein binding in human plasma,A,BAO_0000366,cell-free format,CHEMBL4184210,Scientific Literature,Bioorg Med Chem Lett,2018.0
70,CHEMBL3633320,O=C(Cn1cnc([N+](=O)[O-])n1)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,PPB,'=',82.1,%,CHEMBL4179611,Protein binding in human plasma at 5 uM after 4 hrs by LC-MS/MS analysis,A,BAO_0000366,cell-free format,CHEMBL4177599,Scientific Literature,Bioorg Med Chem,2017.0
71,CHEMBL4633246,Cc1c(Cc2ccc(C(F)(F)F)nc2)c[nH]c1C(=O)NC1CC1,PPB,'=',88.2,%,CHEMBL4605431,Protein binding in rat plasma by LC-MS analysis based ultracentrifugation assay,A,BAO_0000366,cell-free format,CHEMBL4602703,Scientific Literature,J Med Chem,2020.0
72,CHEMBL3291212,CC(C)(C)[C@@](C)(O)[C@H]1C[C@@]23CC[C@]1(OCC[18F])[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,PPB,'=',11.0,%,CHEMBL3293125,"Binding affinity to Sprague-Dawley rat serum protein at 40 to 80 MBq, iv after 40 mins",A,BAO_0000218,organism-based format,CHEMBL3286325,Scientific Literature,J Med Chem,2014.0
73,CHEMBL30054,O=C(Cn1c(Cl)cnc(NCC(F)(F)c2ccccn2)c1=O)NCc1ncccc1F,PPB,'=',14.0,%,CHEMBL619353,Compound was tested for percent protein binding (PB) in human,A,BAO_0000019,assay format,CHEMBL1136692,Scientific Literature,Bioorg Med Chem Lett,2003.0
74,CHEMBL3291211,CC(C)(O)[C@H]1C[C@@]23CC[C@@]1(OCC[18F])[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,PPB,'=',68.0,%,CHEMBL3293122,Binding affinity to Sprague-Dawley rat serum protein fractions at 8 to 10 MBq after 5 mins,A,BAO_0000366,cell-free format,CHEMBL3286325,Scientific Literature,J Med Chem,2014.0
75,CHEMBL3291212,CC(C)(C)[C@@](C)(O)[C@H]1C[C@@]23CC[C@]1(OCC[18F])[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,PPB,'=',96.0,%,CHEMBL3293122,Binding affinity to Sprague-Dawley rat serum protein fractions at 8 to 10 MBq after 5 mins,A,BAO_0000366,cell-free format,CHEMBL3286325,Scientific Literature,J Med Chem,2014.0
